order_item_id,order_id,product_id,quantity,unit_price,line_total
174,58,36,4,198.58,794.32
175,58,49,3,108.86,326.58
176,59,37,2,212.85,425.7
177,59,25,4,96.38,385.52
178,60,46,2,170.71,341.42
179,60,25,4,96.38,385.52
180,60,43,1,180.13,180.13
181,60,42,2,86.97,173.94
182,61,29,1,79.75,79.75
183,62,27,2,221.44,442.88
184,62,42,1,86.97,86.97
185,63,45,4,58.09,232.36
186,63,26,3,125.27,375.81
187,63,42,4,86.97,347.88
188,63,6,1,293.12,293.12
189,63,22,1,128.29,128.29
190,64,28,1,94.78,94.78
191,65,29,2,79.75,159.5
192,66,21,1,108.43,108.43
193,67,10,2,185.77,371.54
194,67,16,2,191.49,382.98
195,67,34,2,237.28,474.56
196,67,27,1,221.44,221.44
197,68,32,2,48.43,96.86
198,68,38,2,233.87,467.74
199,69,43,3,180.13,540.39
200,69,1,2,60.25,120.5
201,69,30,1,81.39,81.39
202,70,41,3,47.59,142.77
203,70,28,4,94.78,379.12
204,70,45,3,58.09,174.27
205,71,7,3,87.19,261.57
206,71,16,3,191.49,574.47
207,71,25,3,96.38,289.14
208,71,37,1,212.85,212.85
209,72,1,1,60.25,60.25
210,72,37,4,212.85,851.4
211,72,44,3,238.22,714.66
212,73,15,3,302.18,906.54
213,73,41,2,47.59,95.18
214,73,13,1,48.96,48.96
215,74,20,4,54.19,216.76
216,75,6,3,293.12,879.36
217,75,19,4,196.67,786.68
218,76,24,3,332.98,998.94
219,76,34,4,237.28,949.12
220,76,33,3,100.63,301.89
221,76,18,3,114.92,344.76
222,76,11,1,106.52,106.52
223,77,44,4,238.22,952.88
224,77,47,3,145.71,437.13
225,78,35,3,164.75,494.25
226,78,8,3,113.47,340.41
227,78,30,4,81.39,325.56
228,79,44,2,238.22,476.44
229,80,21,4,108.43,433.72
230,80,40,3,99.57,298.71
231,80,15,4,302.18,1208.72
232,80,42,1,86.97,86.97
233,80,5,2,206.05,412.1
234,81,8,2,113.47,226.94
235,81,7,4,87.19,348.76
236,81,16,4,191.49,765.96
237,81,35,3,164.75,494.25
238,82,38,4,233.87,935.48
239,82,48,1,78.79,78.79
240,82,47,4,145.71,582.84
241,82,10,4,185.77,743.08
242,83,14,3,86.4,259.2
243,83,29,1,79.75,79.75
244,83,16,3,191.49,574.47
245,84,26,3,125.27,375.81
246,85,6,1,293.12,293.12
247,85,43,1,180.13,180.13
248,85,14,3,86.4,259.2
249,85,42,2,86.97,173.94
250,86,49,2,108.86,217.72
251,87,22,2,128.29,256.58
252,87,50,1,39.18,39.18
253,88,17,2,152.92,305.84
254,88,12,1,75.81,75.81
255,88,8,3,113.47,340.41
256,88,43,2,180.13,360.26
257,88,2,3,117.76,353.28
258,89,9,4,78.86,315.44
259,90,31,4,124.28,497.12
260,91,7,1,87.19,87.19
261,91,29,3,79.75,239.25
262,91,33,4,100.63,402.52
263,91,15,1,302.18,302.18
264,91,40,1,99.57,99.57
265,92,32,4,48.43,193.72
266,93,39,2,155.53,311.06
267,93,10,3,185.77,557.31
268,93,5,3,206.05,618.15
269,94,30,4,81.39,325.56
270,94,33,1,100.63,100.63
271,94,39,1,155.53,155.53
272,95,47,4,145.71,582.84
273,95,14,3,86.4,259.2
274,95,28,4,94.78,379.12
275,95,29,4,79.75,319.0
276,95,15,4,302.18,1208.72
277,96,21,2,108.43,216.86
278,96,43,4,180.13,720.52
279,96,17,1,152.92,152.92
280,96,24,1,332.98,332.98
281,97,7,1,87.19,87.19
282,97,48,3,78.79,236.37
283,97,24,1,332.98,332.98
284,97,9,4,78.86,315.44
285,98,19,3,196.67,590.01
286,99,14,1,86.4,86.4
287,99,10,3,185.77,557.31
288,99,43,3,180.13,540.39
289,99,31,1,124.28,124.28
290,99,15,3,302.18,906.54
291,100,36,1,198.58,198.58
292,100,50,3,39.18,117.54
293,100,40,1,99.57,99.57
294,100,44,2,238.22,476.44
295,101,22,2,128.29,256.58
296,101,23,2,220.33,440.66
297,101,1,4,60.25,241.0
298,102,6,2,293.12,586.24
299,103,11,3,106.52,319.56
300,103,24,1,332.98,332.98
301,103,20,1,54.19,54.19
302,104,4,4,204.4,817.6
303,104,44,4,238.22,952.88
304,104,6,4,293.12,1172.48
305,104,18,4,114.92,459.68
306,104,29,3,79.75,239.25
307,105,28,4,94.78,379.12
308,105,8,3,113.47,340.41
309,105,19,1,196.67,196.67
310,106,1,2,60.25,120.5
311,107,49,3,108.86,326.58
312,107,17,3,152.92,458.76
313,108,12,2,75.81,151.62
314,108,9,3,78.86,236.58
315,108,25,1,96.38,96.38
316,108,35,4,164.75,659.0
317,109,30,1,81.39,81.39
318,110,37,4,212.85,851.4
319,110,26,3,125.27,375.81
320,110,46,1,170.71,170.71
321,110,41,4,47.59,190.36
322,111,30,1,81.39,81.39
323,111,45,2,58.09,116.18
324,111,24,4,332.98,1331.92
325,111,6,4,293.12,1172.48
326,111,28,1,94.78,94.78
327,112,15,2,302.18,604.36
328,112,22,1,128.29,128.29
329,112,50,1,39.18,39.18
330,113,23,2,220.33,440.66
331,113,47,2,145.71,291.42
332,113,42,1,86.97,86.97
333,114,39,1,155.53,155.53
334,114,10,2,185.77,371.54
335,115,49,3,108.86,326.58
336,115,37,3,212.85,638.55
337,115,38,2,233.87,467.74
338,115,29,4,79.75,319.0
339,116,18,3,114.92,344.76
340,116,38,1,233.87,233.87
341,116,4,3,204.4,613.2
342,117,24,3,332.98,998.94
343,118,40,4,99.57,398.28
344,119,42,2,86.97,173.94
345,119,13,1,48.96,48.96
346,119,21,4,108.43,433.72
347,119,39,1,155.53,155.53
348,119,31,3,124.28,372.84
349,120,3,4,129.8,519.2
350,120,16,4,191.49,765.96
351,121,24,4,332.98,1331.92
352,121,19,4,196.67,786.68
353,122,4,3,204.4,613.2
354,122,41,1,47.59,47.59
355,122,42,4,86.97,347.88
356,122,22,3,128.29,384.87
357,122,5,3,206.05,618.15
358,123,22,2,128.29,256.58
359,123,6,3,293.12,879.36
360,124,9,3,78.86,236.58
361,124,39,4,155.53,622.12
362,124,46,3,170.71,512.13
363,124,6,2,293.12,586.24
364,125,6,3,293.12,879.36
365,125,42,1,86.97,86.97
366,125,43,3,180.13,540.39
367,125,28,3,94.78,284.34
368,125,33,2,100.63,201.26
369,126,13,1,48.96,48.96
370,126,15,3,302.18,906.54
371,126,9,1,78.86,78.86
372,126,10,1,185.77,185.77
373,127,9,2,78.86,157.72
374,127,39,2,155.53,311.06
375,127,25,4,96.38,385.52
376,127,10,1,185.77,185.77
377,127,11,4,106.52,426.08
378,128,19,2,196.67,393.34
379,128,49,3,108.86,326.58
380,128,48,4,78.79,315.16
381,128,29,2,79.75,159.5
382,128,15,3,302.18,906.54
383,129,50,4,39.18,156.72
384,129,19,2,196.67,393.34
385,129,25,2,96.38,192.76
386,129,33,2,100.63,201.26
387,130,24,1,332.98,332.98
388,130,36,3,198.58,595.74
389,130,7,1,87.19,87.19
390,130,46,2,170.71,341.42
391,131,28,2,94.78,189.56
392,131,6,4,293.12,1172.48
393,132,4,2,204.4,408.8
394,132,26,4,125.27,501.08
395,132,33,1,100.63,100.63
396,132,24,3,332.98,998.94
397,133,46,3,170.71,512.13
398,134,19,4,196.67,786.68
399,135,29,1,79.75,79.75
400,135,40,3,99.57,298.71
401,135,1,2,60.25,120.5
402,135,6,2,293.12,586.24
403,136,8,3,113.47,340.41
404,136,50,1,39.18,39.18
405,136,19,1,196.67,196.67
406,136,16,2,191.49,382.98
407,137,30,1,81.39,81.39
408,137,5,2,206.05,412.1
409,137,8,2,113.47,226.94
410,137,32,3,48.43,145.29
411,137,39,4,155.53,622.12
412,138,37,2,212.85,425.7
413,138,27,1,221.44,221.44
414,139,35,4,164.75,659.0
415,139,33,1,100.63,100.63
416,139,36,4,198.58,794.32
417,139,2,3,117.76,353.28
418,139,25,3,96.38,289.14
419,140,23,2,220.33,440.66
420,141,50,3,39.18,117.54
421,142,22,4,128.29,513.16
422,142,42,4,86.97,347.88
423,142,12,2,75.81,151.62
424,142,50,2,39.18,78.36
425,142,44,1,238.22,238.22
426,143,13,3,48.96,146.88
427,143,3,4,129.8,519.2
428,143,21,4,108.43,433.72
429,144,19,1,196.67,196.67
430,144,23,3,220.33,660.99
431,145,28,4,94.78,379.12
432,145,26,4,125.27,501.08
433,145,48,3,78.79,236.37
434,146,24,4,332.98,1331.92
435,146,34,1,237.28,237.28
436,146,18,4,114.92,459.68
437,146,6,2,293.12,586.24
438,147,6,3,293.12,879.36
439,148,39,4,155.53,622.12
440,148,46,3,170.71,512.13
441,148,28,4,94.78,379.12
442,148,11,1,106.52,106.52
443,149,18,4,114.92,459.68
444,149,41,3,47.59,142.77
445,149,4,2,204.4,408.8
446,149,5,1,206.05,206.05
447,150,3,3,129.8,389.4
448,150,9,3,78.86,236.58
449,150,5,4,206.05,824.2
450,150,16,1,191.49,191.49
451,151,24,2,332.98,665.96
452,151,29,3,79.75,239.25
453,151,49,4,108.86,435.44
454,151,5,3,206.05,618.15
455,152,2,2,117.76,235.52
456,153,8,2,113.47,226.94
457,153,17,3,152.92,458.76
458,153,50,4,39.18,156.72
459,153,46,2,170.71,341.42
460,153,29,1,79.75,79.75
461,154,46,1,170.71,170.71
462,154,29,3,79.75,239.25
463,155,36,3,198.58,595.74
464,156,46,2,170.71,341.42
465,156,45,3,58.09,174.27
466,157,9,4,78.86,315.44
467,157,16,1,191.49,191.49
468,158,30,1,81.39,81.39
469,158,36,1,198.58,198.58
470,158,9,3,78.86,236.58
471,159,50,2,39.18,78.36
472,159,27,3,221.44,664.32
473,159,37,1,212.85,212.85
474,159,5,4,206.05,824.2
475,160,50,2,39.18,78.36
476,160,36,2,198.58,397.16
477,161,8,2,113.47,226.94
478,162,46,3,170.71,512.13
479,162,15,1,302.18,302.18
480,162,23,3,220.33,660.99
481,163,9,1,78.86,78.86
482,163,41,2,47.59,95.18
483,163,20,2,54.19,108.38
484,164,22,1,128.29,128.29
485,164,37,3,212.85,638.55
486,164,3,2,129.8,259.6
487,164,2,4,117.76,471.04
488,164,6,1,293.12,293.12
489,165,42,2,86.97,173.94
490,165,20,4,54.19,216.76
491,165,31,3,124.28,372.84
492,166,11,4,106.52,426.08
493,167,22,2,128.29,256.58
494,167,39,3,155.53,466.59
495,168,26,3,125.27,375.81
496,168,9,1,78.86,78.86
497,168,49,3,108.86,326.58
498,169,29,1,79.75,79.75
499,169,16,1,191.49,191.49
500,169,10,3,185.77,557.31
501,170,11,3,106.52,319.56
502,170,21,2,108.43,216.86
503,171,30,4,81.39,325.56
504,171,32,4,48.43,193.72
505,171,20,2,54.19,108.38
506,171,2,2,117.76,235.52
507,171,6,3,293.12,879.36
508,172,39,3,155.53,466.59
509,172,42,1,86.97,86.97
510,172,44,1,238.22,238.22
511,172,31,4,124.28,497.12
512,173,49,1,108.86,108.86
513,173,26,4,125.27,501.08
514,173,24,1,332.98,332.98
515,174,36,4,198.58,794.32
516,174,19,4,196.67,786.68
517,174,5,3,206.05,618.15
518,175,8,3,113.47,340.41
519,175,9,3,78.86,236.58
520,175,7,2,87.19,174.38
521,175,26,2,125.27,250.54
522,175,24,4,332.98,1331.92
523,176,9,3,78.86,236.58
524,177,10,3,185.77,557.31
525,177,39,3,155.53,466.59
526,177,33,2,100.63,201.26
527,177,9,4,78.86,315.44
528,178,33,3,100.63,301.89
529,178,35,4,164.75,659.0
530,178,32,1,48.43,48.43
531,179,27,3,221.44,664.32
532,180,39,4,155.53,622.12
533,181,37,4,212.85,851.4
534,181,15,2,302.18,604.36
535,181,47,4,145.71,582.84
536,181,4,2,204.4,408.8
537,181,38,2,233.87,467.74
538,182,13,1,48.96,48.96
539,183,27,2,221.44,442.88
540,183,45,4,58.09,232.36
541,184,46,2,170.71,341.42
542,185,43,4,180.13,720.52
543,185,31,3,124.28,372.84
544,185,34,2,237.28,474.56
545,186,23,3,220.33,660.99
546,186,44,4,238.22,952.88
547,186,50,2,39.18,78.36
548,186,47,2,145.71,291.42
549,186,42,3,86.97,260.91
550,187,50,2,39.18,78.36
551,187,19,4,196.67,786.68
552,187,46,3,170.71,512.13
553,188,19,4,196.67,786.68
554,188,8,4,113.47,453.88
555,188,37,3,212.85,638.55
556,189,19,1,196.67,196.67
557,190,48,2,78.79,157.58
558,190,31,3,124.28,372.84
559,190,14,3,86.4,259.2
560,191,16,2,191.49,382.98
561,191,4,1,204.4,204.4
562,191,43,1,180.13,180.13
563,191,34,4,237.28,949.12
564,191,15,3,302.18,906.54
565,192,1,2,60.25,120.5
566,192,36,4,198.58,794.32
567,193,49,3,108.86,326.58
568,193,19,3,196.67,590.01
569,194,42,2,86.97,173.94
570,195,12,2,75.81,151.62
571,195,3,3,129.8,389.4
572,195,26,1,125.27,125.27
573,195,32,1,48.43,48.43
574,196,22,3,128.29,384.87
575,197,9,2,78.86,157.72
576,197,33,1,100.63,100.63
577,197,30,3,81.39,244.17
578,197,18,2,114.92,229.84
579,198,46,3,170.71,512.13
580,198,12,3,75.81,227.43
581,198,1,2,60.25,120.5
582,199,28,4,94.78,379.12
583,199,33,1,100.63,100.63
584,199,21,2,108.43,216.86
585,199,6,2,293.12,586.24
586,200,17,4,152.92,611.68
587,201,22,1,128.29,128.29
588,201,20,3,54.19,162.57
589,201,38,3,233.87,701.61
590,202,30,3,81.39,244.17
591,203,46,3,170.71,512.13
592,203,50,3,39.18,117.54
593,203,20,2,54.19,108.38
594,203,45,2,58.09,116.18
595,203,8,2,113.47,226.94
596,204,24,2,332.98,665.96
597,204,27,2,221.44,442.88
598,204,45,1,58.09,58.09
599,204,36,4,198.58,794.32
600,204,31,3,124.28,372.84
601,205,4,2,204.4,408.8
602,206,21,4,108.43,433.72
603,206,34,1,237.28,237.28
604,207,32,4,48.43,193.72
605,207,6,2,293.12,586.24
606,207,33,4,100.63,402.52
607,207,29,4,79.75,319.0
608,207,4,1,204.4,204.4
609,208,47,3,145.71,437.13
610,208,2,1,117.76,117.76
611,208,26,2,125.27,250.54
612,209,23,1,220.33,220.33
613,209,45,1,58.09,58.09
614,209,5,4,206.05,824.2
615,209,35,1,164.75,164.75
616,210,50,4,39.18,156.72
617,210,42,3,86.97,260.91
618,211,25,2,96.38,192.76
619,211,6,3,293.12,879.36
620,211,44,1,238.22,238.22
621,211,43,2,180.13,360.26
622,212,47,1,145.71,145.71
623,212,15,1,302.18,302.18
624,213,28,4,94.78,379.12
625,213,35,3,164.75,494.25
626,213,25,2,96.38,192.76
627,213,15,3,302.18,906.54
628,213,16,2,191.49,382.98
629,214,3,4,129.8,519.2
630,215,5,1,206.05,206.05
631,215,7,4,87.19,348.76
632,216,16,1,191.49,191.49
633,217,14,3,86.4,259.2
634,217,49,2,108.86,217.72
635,217,50,3,39.18,117.54
636,217,4,3,204.4,613.2
637,217,9,2,78.86,157.72
638,218,15,2,302.18,604.36
639,218,27,4,221.44,885.76
640,218,20,4,54.19,216.76
641,218,18,1,114.92,114.92
642,218,4,3,204.4,613.2
643,219,21,4,108.43,433.72
644,219,45,2,58.09,116.18
645,219,27,4,221.44,885.76
646,219,10,2,185.77,371.54
647,219,20,2,54.19,108.38
648,220,4,2,204.4,408.8
649,220,36,4,198.58,794.32
650,220,27,2,221.44,442.88
651,220,34,3,237.28,711.84
652,221,29,3,79.75,239.25
653,222,4,4,204.4,817.6
654,222,18,1,114.92,114.92
655,223,47,2,145.71,291.42
656,223,43,3,180.13,540.39
657,223,36,3,198.58,595.74
658,223,14,1,86.4,86.4
659,223,31,2,124.28,248.56
660,224,48,4,78.79,315.16
661,225,46,3,170.71,512.13
662,225,14,3,86.4,259.2
663,225,26,4,125.27,501.08
664,225,16,4,191.49,765.96
665,225,36,3,198.58,595.74
666,226,32,3,48.43,145.29
667,226,30,2,81.39,162.78
668,226,7,3,87.19,261.57
669,226,47,3,145.71,437.13
670,226,31,4,124.28,497.12
671,227,48,1,78.79,78.79
672,227,10,3,185.77,557.31
673,228,19,2,196.67,393.34
674,228,10,4,185.77,743.08
675,228,13,2,48.96,97.92
676,228,22,4,128.29,513.16
677,229,17,4,152.92,611.68
678,229,49,4,108.86,435.44
679,229,32,2,48.43,96.86
680,230,47,4,145.71,582.84
681,230,35,2,164.75,329.5
682,231,34,1,237.28,237.28
683,232,49,1,108.86,108.86
684,233,5,2,206.05,412.1
685,233,46,1,170.71,170.71
686,234,4,4,204.4,817.6
687,234,40,4,99.57,398.28
688,234,41,1,47.59,47.59
689,235,1,3,60.25,180.75
690,235,2,3,117.76,353.28
691,235,34,1,237.28,237.28
692,235,47,4,145.71,582.84
693,236,34,2,237.28,474.56
694,237,17,3,152.92,458.76
695,237,23,4,220.33,881.32
696,237,18,4,114.92,459.68
697,237,26,2,125.27,250.54
698,237,6,2,293.12,586.24
699,238,42,1,86.97,86.97
700,239,36,1,198.58,198.58
701,239,31,2,124.28,248.56
702,239,4,1,204.4,204.4
703,239,41,4,47.59,190.36
704,240,37,1,212.85,212.85
705,240,7,2,87.19,174.38
706,240,34,2,237.28,474.56
707,241,18,3,114.92,344.76
708,241,3,1,129.8,129.8
709,241,5,2,206.05,412.1
710,241,44,3,238.22,714.66
711,242,49,4,108.86,435.44
712,242,46,1,170.71,170.71
713,243,37,3,212.85,638.55
714,243,25,4,96.38,385.52
715,244,33,3,100.63,301.89
716,245,5,4,206.05,824.2
717,245,22,3,128.29,384.87
718,246,32,4,48.43,193.72
719,246,15,4,302.18,1208.72
720,246,23,2,220.33,440.66
721,246,36,4,198.58,794.32
722,247,46,1,170.71,170.71
723,247,5,3,206.05,618.15
724,248,48,3,78.79,236.37
725,248,25,3,96.38,289.14
726,249,29,3,79.75,239.25
727,249,24,1,332.98,332.98
728,249,49,2,108.86,217.72
729,250,36,1,198.58,198.58
730,250,33,1,100.63,100.63
731,250,27,3,221.44,664.32
732,250,7,1,87.19,87.19
