order_id,customer_id,order_date,status,order_total
175,57,2023-10-11 16:08:38,Completed,702.75
176,28,2023-09-09 02:49:46,Completed,343.12
177,54,2023-09-29 10:35:20,Completed,264.96
178,46,2023-03-22 16:33:40,Completed,2506.1
179,22,2023-12-04 17:21:43,Pending,222.9
180,35,2023-05-19 20:01:15,Completed,31.46
181,62,2023-07-03 14:13:53,Pending,852.68
182,56,2023-01-11 16:01:12,Completed,971.56
183,50,2023-12-29 22:26:48,Pending,1387.73
184,50,2023-12-20 12:40:58,Completed,332.47
185,23,2023-10-20 20:37:28,Completed,926.35
186,22,2023-12-03 22:36:51,Completed,765.82
187,14,2023-03-21 08:22:25,Returned,356.2
188,33,2023-03-03 10:58:35,Completed,84.56
189,64,2023-08-25 11:40:29,Pending,373.26
190,3,2023-11-13 18:56:47,Completed,674.84
191,43,2023-04-25 15:20:55,Pending,735.73
192,45,2023-11-05 22:15:40,Cancelled,1981.45
193,26,2023-01-06 14:25:36,Returned,1634.61
194,43,2023-01-10 06:39:23,Cancelled,544.51
195,70,2023-12-18 19:13:03,Completed,1024.2
196,32,2023-08-31 18:15:52,Completed,463.88
197,44,2023-02-07 10:22:31,Pending,2671.31
198,51,2023-04-24 10:15:03,Completed,314.82
199,62,2023-07-18 13:15:29,Completed,2179.36
200,58,2023-05-23 20:10:37,Pending,551.88
201,43,2023-09-03 12:17:06,Completed,919.05
202,2,2023-07-15 13:11:43,Pending,934.4
203,69,2023-12-20 17:54:55,Cancelled,1141.02
204,50,2023-12-25 21:51:17,Completed,1508.73
205,61,2023-01-10 21:38:39,Returned,587.1
206,4,2023-12-18 19:22:39,Completed,1289.42
207,38,2023-09-19 18:30:20,Completed,1730.5
208,35,2023-04-29 19:55:40,Returned,248.37
209,57,2023-03-07 10:07:31,Completed,548.39
210,33,2023-11-07 11:37:31,Returned,928.67
211,64,2023-06-24 10:29:21,Completed,2585.33
212,24,2023-01-08 18:49:55,Completed,779.8
213,63,2023-10-23 12:52:58,Completed,125.64
214,61,2023-02-14 04:42:54,Completed,1407.06
215,7,2023-11-10 18:40:00,Completed,1264.07
216,9,2023-11-22 12:45:09,Completed,324.36
217,41,2023-05-28 14:16:16,Completed,213.17
218,14,2023-04-22 20:42:24,Pending,868.55
219,57,2023-09-12 11:09:42,Pending,612.93
220,4,2023-09-14 17:48:08,Completed,1444.23
221,23,2023-12-31 21:27:24,Completed,1637.77
222,2,2023-05-30 11:27:03,Completed,1181.0
223,26,2023-07-02 20:07:29,Cancelled,1144.58
224,23,2023-11-08 18:11:41,Completed,1941.04
225,50,2023-10-28 17:32:56,Completed,601.31
226,20,2023-05-01 16:55:05,Pending,222.41
227,41,2023-10-12 18:48:35,Completed,1290.69
228,1,2023-12-01 09:39:55,Pending,819.62
229,48,2023-07-16 19:08:18,Completed,681.98
230,9,2023-11-13 16:20:21,Cancelled,314.82
231,48,2023-01-27 21:55:55,Completed,1846.91
232,26,2023-11-16 13:02:24,Pending,1837.84
233,69,2023-07-26 10:34:46,Completed,1848.85
234,62,2023-10-26 06:36:09,Completed,983.07
235,16,2023-12-14 12:45:38,Completed,1128.11
236,32,2023-09-24 19:23:33,Cancelled,525.46
237,43,2023-08-03 19:28:06,Completed,1339.22
238,52,2023-10-10 19:21:31,Completed,768.66
239,8,2023-09-13 20:22:28,Pending,1651.95
240,30,2023-12-15 11:56:52,Cancelled,1240.47
241,21,2023-12-19 21:05:27,Cancelled,4222.07
242,27,2023-02-27 09:34:41,Completed,634.38
243,14,2023-01-23 20:06:41,Returned,1072.72
244,48,2023-09-01 17:40:18,Completed,1105.28
245,37,2023-07-14 14:47:41,Completed,253.8
246,70,2023-11-02 22:27:05,Completed,2088.57
247,10,2023-04-26 08:59:17,Completed,654.0
248,40,2023-06-26 10:09:11,Completed,761.55
249,8,2023-08-07 17:50:21,Returned,421.2
250,16,2023-09-21 12:10:59,Cancelled,383.58
251,31,2023-12-14 20:53:05,Cancelled,2665.38
252,35,2023-11-14 17:20:51,Completed,2128.74
253,53,2023-07-08 17:21:48,Completed,1991.08
254,7,2023-11-13 17:15:27,Cancelled,382.11
255,41,2023-02-16 15:12:51,Completed,363.42
256,26,2023-05-28 11:49:46,Pending,577.5
257,31,2023-12-15 21:36:05,Completed,1315.82
258,66,2023-12-15 11:32:31,Completed,298.46
259,46,2023-01-31 08:45:22,Pending,370.28
260,37,2023-04-18 10:12:12,Pending,2708.72
261,15,2023-05-28 14:17:31,Cancelled,417.75
262,20,2023-12-22 20:09:53,Completed,1799.11
263,42,2023-10-18 19:06:46,Completed,901.93
264,51,2023-02-01 17:33:00,Completed,90.12
265,2,2023-05-14 21:01:23,Completed,304.7
266,29,2023-12-16 14:24:56,Pending,1930.36
267,32,2023-12-14 21:58:21,Returned,1123.52
268,14,2023-10-04 12:26:26,Completed,992.76
269,55,2023-10-27 09:23:31,Cancelled,1587.48
270,32,2023-11-18 17:34:17,Completed,2252.97
271,13,2023-12-01 14:22:18,Pending,2394.88
272,51,2023-07-29 13:01:57,Cancelled,676.41
273,57,2023-09-30 16:28:06,Pending,431.53
274,67,2023-10-29 16:20:40,Completed,224.05
275,5,2023-08-30 00:05:51,Completed,1952.6
276,16,2023-10-30 12:35:03,Completed,1841.06
277,26,2023-08-16 09:32:12,Completed,168.03
278,8,2023-08-26 21:13:34,Completed,56.01
279,50,2023-11-08 19:46:28,Cancelled,262.74
280,60,2023-11-11 20:15:13,Completed,2495.37
281,6,2023-12-22 16:08:22,Completed,951.57
282,39,2023-02-04 06:18:30,Completed,2544.37
283,42,2023-07-31 08:40:16,Completed,2221.37
284,35,2023-05-30 18:54:53,Completed,1494.83
285,50,2023-12-03 14:51:26,Completed,479.09
286,15,2023-06-05 12:18:00,Pending,1245.38
287,36,2023-12-30 17:32:52,Cancelled,1611.04
288,52,2023-12-06 12:14:26,Completed,218.0
289,36,2023-12-19 12:19:15,Completed,18.95
290,31,2023-11-27 06:56:18,Pending,1750.57
291,13,2023-12-17 12:54:01,Completed,1762.26
292,48,2023-12-08 09:43:56,Completed,115.48
293,16,2023-09-06 19:28:56,Completed,589.72
294,23,2023-11-07 21:09:47,Completed,852.68
295,1,2023-12-26 18:58:11,Completed,253.68
296,4,2023-07-13 12:17:46,Completed,2585.81
297,37,2023-11-22 19:45:26,Completed,601.8
298,40,2023-05-19 12:25:28,Completed,695.79
299,46,2023-09-29 20:47:04,Returned,2619.16
300,40,2023-07-03 17:04:32,Returned,1547.51
301,5,2023-09-02 14:46:15,Completed,1229.97
302,32,2023-07-23 16:52:34,Pending,382.11
303,9,2023-12-02 09:06:27,Cancelled,1011.53
304,65,2023-10-15 17:24:48,Completed,967.48
305,61,2023-08-31 16:48:08,Returned,1082.01
306,63,2023-11-22 21:25:38,Completed,858.44
307,30,2023-12-13 11:46:17,Completed,479.11
308,19,2023-08-28 22:39:53,Returned,892.22
309,24,2023-05-24 11:14:15,Completed,265.0
310,47,2023-09-04 12:23:55,Completed,1111.23
311,45,2023-03-09 18:32:21,Completed,1664.73
312,20,2023-10-29 22:20:22,Completed,1485.33
313,34,2023-11-09 03:05:00,Returned,979.99
314,65,2023-09-09 14:31:21,Completed,635.2
315,11,2023-04-19 12:49:55,Completed,893.41
316,57,2023-02-02 17:36:20,Returned,595.69
317,3,2023-12-01 21:19:20,Completed,487.38
318,21,2023-09-30 20:26:57,Completed,1396.69
319,4,2023-11-18 20:43:52,Completed,991.09
320,14,2023-01-09 20:38:56,Completed,694.57
321,54,2023-11-14 11:05:40,Cancelled,335.71
322,17,2023-02-14 14:44:13,Returned,2798.76
323,28,2023-03-11 10:53:23,Returned,3558.06
324,3,2023-07-30 08:05:52,Pending,994.13
325,3,2023-08-19 09:54:38,Completed,1938.89
326,24,2023-10-24 16:46:01,Completed,1298.91
327,63,2023-06-06 09:33:23,Completed,113.04
328,48,2023-05-30 13:52:30,Completed,1169.71
329,36,2023-11-06 20:54:06,Completed,1617.93
330,4,2023-02-16 23:04:42,Pending,2461.48
331,52,2023-07-02 17:44:52,Completed,1600.81
332,43,2023-05-07 13:29:21,Completed,883.44
333,32,2023-12-31 15:14:40,Completed,994.19
334,5,2023-04-14 09:04:05,Completed,2402.45
335,67,2023-10-05 20:41:35,Completed,2388.91
336,25,2023-12-09 13:05:16,Completed,1479.12
337,34,2023-10-12 15:30:22,Completed,883.44
338,67,2023-10-03 19:08:37,Cancelled,468.33
339,20,2023-01-31 12:28:14,Completed,1169.6
340,14,2023-10-27 19:28:55,Completed,650.2
341,37,2023-12-13 18:49:01,Completed,575.95
342,48,2023-01-04 19:07:59,Completed,328.28
343,9,2023-12-11 18:27:04,Completed,1485.03
344,10,2023-06-22 19:47:48,Cancelled,965.12
345,9,2023-11-01 13:21:09,Completed,889.59
346,69,2023-09-13 21:37:59,Completed,601.8
347,27,2023-06-15 20:39:06,Completed,2030.66
348,58,2023-07-08 18:15:06,Completed,1023.47
349,62,2023-09-28 21:54:48,Completed,2085.19
350,65,2023-07-21 22:20:06,Completed,1392.71
351,37,2023-01-16 20:06:37,Returned,575.32
352,63,2023-10-04 18:49:12,Cancelled,1204.87
353,9,2023-12-28 13:27:38,Pending,1320.97
354,36,2023-11-15 14:55:47,Cancelled,2539.05
355,37,2023-11-15 19:40:03,Completed,278.2
356,42,2023-12-24 17:13:56,Pending,1170.28
357,45,2023-07-05 08:11:20,Cancelled,1668.62
358,28,2023-03-04 08:38:43,Completed,3600.07
359,66,2023-09-29 00:24:02,Completed,550.84
360,58,2023-05-03 15:20:01,Completed,1555.07
361,68,2023-01-01 13:11:45,Cancelled,255.68
362,59,2023-09-30 17:25:21,Completed,426.06
363,16,2023-08-22 12:21:02,Completed,2736.2
364,66,2023-09-01 12:10:37,Completed,892.38
365,52,2023-12-29 19:57:46,Completed,1714.33
366,36,2023-12-20 00:37:29,Cancelled,511.57
367,54,2023-10-06 18:50:01,Cancelled,2491.04
368,2,2023-08-12 13:47:58,Cancelled,225.06
369,10,2023-09-21 18:17:28,Pending,340.23
370,54,2023-12-21 19:55:28,Completed,779.55
371,32,2023-11-12 06:59:28,Pending,747.58
372,1,2023-10-24 14:07:59,Pending,75.8
373,7,2023-12-04 20:21:25,Cancelled,1587.94
374,68,2023-04-26 21:02:45,Completed,928.85
375,67,2023-10-29 13:06:38,Completed,1419.7
376,19,2023-02-22 18:10:53,Completed,410.2
377,29,2023-12-25 19:47:37,Completed,56.85
378,25,2023-12-28 19:23:30,Completed,608.92
379,27,2023-01-05 19:41:34,Completed,1348.74
380,37,2023-10-13 11:51:40,Completed,189.0
381,9,2023-11-28 15:57:45,Pending,299.84
382,22,2023-11-04 06:05:07,Cancelled,1646.35
383,27,2023-12-15 18:14:58,Completed,1461.84
384,3,2023-08-03 14:48:59,Returned,937.31
385,38,2023-07-11 17:08:52,Completed,464.01
386,35,2023-05-20 13:18:25,Completed,1060.0
387,64,2023-06-20 14:24:25,Returned,1838.77
388,21,2023-03-14 15:30:48,Cancelled,868.6
389,11,2023-08-05 11:54:52,Cancelled,2122.03
390,44,2023-12-26 13:29:11,Completed,1556.46
391,37,2023-02-11 21:07:43,Returned,1888.58
392,40,2023-08-19 14:23:02,Completed,307.15
393,42,2023-11-11 20:47:15,Completed,974.52
394,23,2023-12-30 10:58:04,Returned,1809.39
395,31,2023-09-10 08:17:11,Pending,1985.23
396,67,2023-12-17 19:26:05,Completed,1547.56
397,48,2023-05-15 17:51:09,Pending,1883.3
398,42,2023-11-29 09:22:56,Completed,2272.35
399,23,2023-12-22 09:28:34,Pending,200.04
400,57,2023-10-25 20:14:38,Completed,1668.97
