order_id,customer_id,order_date,status,order_total
124,20,2023-12-02,Returned,1957.07
125,43,2023-12-26,Pending,1992.32
126,14,2023-06-24,Pending,1220.13
127,43,2023-06-22,Pending,1466.15
128,24,2023-11-07,Completed,2101.12
129,44,2023-10-20,Completed,944.08
130,56,2023-05-09,Completed,1357.33
131,18,2023-08-19,Cancelled,1362.04
132,57,2023-06-28,Completed,2009.45
133,15,2023-01-15,Completed,512.13
134,51,2023-03-16,Completed,786.68
135,45,2023-03-13,Pending,1085.2
136,36,2023-11-08,Cancelled,959.24
137,27,2023-11-24,Pending,1487.84
138,1,2023-11-11,Completed,647.14
139,34,2023-07-17,Completed,2196.37
140,48,2023-08-19,Completed,440.66
141,47,2023-12-03,Returned,117.54
142,9,2023-01-23,Completed,1329.24
143,46,2023-08-23,Completed,1099.8
144,17,2023-01-19,Pending,857.66
145,18,2023-03-05,Pending,1116.57
146,12,2023-09-12,Returned,2615.12
147,35,2023-05-31,Completed,879.36
148,43,2023-06-01,Completed,1619.89
149,47,2023-06-30,Cancelled,1217.3
150,10,2023-11-08,Returned,1641.67
151,39,2023-03-20,Returned,1958.8
152,42,2023-05-23,Completed,235.52
153,32,2023-09-23,Completed,1263.59
154,9,2023-02-07,Completed,409.96
155,43,2023-06-27,Returned,595.74
156,58,2023-06-03,Pending,515.69
157,33,2023-04-25,Completed,506.93
158,24,2023-12-17,Cancelled,516.55
159,26,2023-10-31,Cancelled,1779.73
160,30,2023-12-28,Completed,475.52
161,28,2023-09-15,Pending,226.94
162,20,2023-03-26,Completed,1475.3
163,13,2023-11-22,Cancelled,282.42
164,11,2023-12-04,Cancelled,1790.6
165,32,2023-11-18,Cancelled,763.54
166,30,2023-11-01,Returned,426.08
167,27,2023-09-05,Completed,723.17
168,56,2023-06-13,Returned,781.25
169,16,2023-12-31,Completed,828.55
170,25,2023-11-12,Completed,536.42
171,49,2023-03-23,Completed,1742.54
172,4,2023-01-26,Completed,1288.9
173,9,2023-05-16,Returned,942.92
174,37,2023-10-15,Completed,2199.15
175,53,2023-11-16,Returned,2333.83
176,33,2023-01-21,Completed,236.58
177,52,2023-10-26,Cancelled,1540.6
178,40,2023-09-28,Cancelled,1009.32
179,24,2023-11-19,Returned,664.32
180,51,2023-12-19,Returned,622.12
181,17,2023-12-02,Pending,2915.14
182,3,2023-10-21,Returned,48.96
183,29,2023-06-10,Completed,675.24
184,33,2023-11-10,Completed,341.42
185,34,2023-04-30,Cancelled,1567.92
186,30,2023-12-30,Completed,2244.56
187,36,2023-06-02,Completed,1377.17
188,31,2023-06-28,Cancelled,1879.11
189,50,2023-03-16,Completed,196.67
190,23,2023-11-10,Returned,789.62
191,9,2023-02-25,Cancelled,2623.17
192,46,2023-08-30,Completed,914.82
193,42,2023-09-01,Completed,916.59
194,42,2023-01-31,Pending,173.94
195,35,2023-01-20,Completed,714.72
196,20,2023-10-18,Cancelled,384.87
197,30,2023-12-31,Cancelled,732.36
198,47,2023-08-23,Returned,860.06
199,12,2023-11-09,Pending,1282.85
200,31,2023-06-15,Completed,611.68
201,16,2023-12-31,Pending,992.47
202,45,2023-05-01,Completed,244.17
203,11,2023-07-27,Returned,1081.17
204,31,2023-03-20,Completed,2334.09
205,5,2023-12-30,Cancelled,408.8
206,37,2023-10-02,Completed,671.0
207,44,2023-04-16,Returned,1705.88
208,36,2023-08-25,Returned,805.43
209,38,2023-06-04,Completed,1267.37
210,19,2023-07-29,Completed,417.63
211,58,2023-07-15,Completed,1670.6
212,35,2023-07-21,Cancelled,447.89
213,20,2023-08-26,Returned,2355.65
214,60,2023-12-25,Returned,519.2
215,40,2023-07-18,Completed,554.81
216,39,2023-12-11,Returned,191.49
217,26,2023-10-10,Completed,1365.38
218,20,2023-03-15,Returned,2435.0
219,42,2023-12-10,Completed,1915.58
220,20,2023-12-29,Completed,2357.84
221,14,2023-06-19,Returned,239.25
222,6,2023-10-02,Returned,932.52
223,56,2023-02-07,Completed,1762.51
224,60,2023-09-28,Returned,315.16
225,59,2023-05-05,Returned,2634.11
226,20,2023-05-14,Completed,1503.89
227,3,2023-10-16,Pending,636.1
228,36,2023-10-27,Cancelled,1747.5
229,36,2023-12-02,Returned,1143.98
230,47,2023-06-30,Completed,912.34
231,59,2023-10-05,Returned,237.28
232,54,2023-10-01,Pending,108.86
233,27,2023-03-12,Pending,582.81
234,14,2023-09-16,Completed,1263.47
235,1,2023-09-30,Cancelled,1354.15
236,52,2023-08-11,Completed,474.56
237,16,2023-12-30,Cancelled,2636.54
238,20,2023-12-17,Pending,86.97
239,6,2023-07-27,Completed,841.9
240,55,2023-08-11,Returned,861.79
241,58,2023-12-21,Cancelled,1601.32
242,2,2023-04-17,Cancelled,606.15
243,20,2023-03-25,Cancelled,1024.07
244,49,2023-03-13,Pending,301.89
245,4,2023-02-20,Completed,1209.07
246,2,2023-11-21,Completed,2637.42
247,6,2023-11-13,Completed,788.86
248,10,2023-07-14,Returned,525.51
249,7,2023-02-16,Completed,789.95
250,6,2023-04-06,Completed,1050.72
