session_id,customer_id,session_date,device_type,traffic_source,converted,order_id
64,35,2023-04-19 19:02:49,Desktop,Organic Search,True,25
65,16,2023-11-18 15:31:36,Tablet,Social Media,False,
66,60,2023-06-09 17:53:11,Tablet,Paid Ads,False,
67,57,2023-10-14 17:30:50,Tablet,Social Media,False,
68,46,2023-11-13 22:24:54,Tablet,Direct,False,
69,,2023-01-02 23:25:27,Tablet,Social Media,False,
70,65,2023-09-09 14:03:21,Mobile,Email Campaign,True,314
71,57,2023-10-25 20:09:38,Tablet,Paid Ads,True,400
72,56,2023-02-02 13:30:42,Tablet,Paid Ads,False,
73,52,2023-12-23 14:12:22,Mobile,Organic Search,False,
74,9,2023-12-19 10:32:01,Tablet,Paid Ads,False,
75,,2023-06-22 11:15:08,Mobile,Email Campaign,False,
76,53,2023-08-29 12:44:25,Desktop,Referral,False,
77,9,2023-12-06 15:40:51,Tablet,Direct,True,165
78,,2023-11-01 19:56:44,Mobile,Referral,False,
79,24,2023-07-03 16:18:20,Desktop,Organic Search,True,109
80,45,2023-10-14 18:03:56,Desktop,Referral,False,
81,67,2023-12-14 15:58:13,Tablet,Social Media,False,
82,33,2023-10-24 19:51:54,Tablet,Organic Search,False,
83,64,2023-12-23 15:46:01,Mobile,Referral,False,
84,7,2023-12-11 09:31:09,Desktop,Direct,False,
85,,2023-02-10 17:11:48,Tablet,Direct,False,
86,40,2023-10-15 14:28:08,Tablet,Direct,True,130
87,34,2023-04-24 12:48:30,Mobile,Referral,False,
88,50,2023-12-20 12:00:58,Desktop,Organic Search,True,184
89,61,2023-08-04 17:11:19,Mobile,Referral,False,
90,63,2023-02-08 17:57:41,Desktop,Referral,False,
91,,2023-01-10 18:56:23,Desktop,Organic Search,False,
92,8,2023-08-07 17:08:21,Desktop,Social Media,True,249
93,67,2023-10-13 21:49:01,Tablet,Social Media,False,
94,13,2023-12-17 13:30:07,Desktop,Referral,False,
95,28,2023-03-04 08:10:43,Tablet,Email Campaign,True,358
96,,2023-05-30 09:05:19,Desktop,Email Campaign,False,
97,,2023-11-21 17:01:20,Tablet,Direct,False,
98,53,2023-04-03 14:23:44,Tablet,Referral,False,
99,21,2023-06-24 17:41:03,Mobile,Organic Search,False,
100,2,2023-10-08 10:05:14,Tablet,Referral,True,14
101,40,2023-05-15 18:26:54,Mobile,Referral,False,
102,24,2023-10-02 11:15:13,Desktop,Email Campaign,False,
103,58,2023-02-16 08:02:03,Desktop,Referral,True,96
104,40,2023-07-01 20:41:11,Mobile,Email Campaign,True,155
105,24,2023-10-24 16:09:01,Tablet,Referral,True,326
106,47,2023-09-04 12:14:55,Mobile,Social Media,True,310
107,38,2023-07-31 18:42:50,Desktop,Social Media,False,
108,6,2023-12-19 19:20:26,Mobile,Direct,True,151
109,58,2023-10-01 19:44:36,Tablet,Referral,False,
110,31,2023-09-10 07:48:11,Tablet,Social Media,True,395
111,53,2023-11-07 15:54:48,Mobile,Social Media,False,
112,35,2023-01-05 20:17:58,Tablet,Email Campaign,False,
113,57,2023-02-02 17:29:20,Mobile,Organic Search,True,316
114,19,2023-02-07 19:09:26,Desktop,Email Campaign,False,
115,,2023-05-18 20:22:52,Desktop,Email Campaign,False,
116,33,2023-04-15 16:04:41,Mobile,Email Campaign,False,
117,,2023-10-22 12:48:06,Tablet,Direct,False,
118,,2023-07-29 21:02:02,Tablet,Direct,False,
119,,2023-04-11 06:54:46,Desktop,Direct,False,
120,,2023-09-27 14:08:28,Desktop,Social Media,False,
121,64,2023-10-08 22:51:50,Mobile,Social Media,False,
122,,2023-06-13 20:27:39,Tablet,Email Campaign,False,
123,1,2023-12-04 22:21:41,Tablet,Referral,False,
124,25,2023-12-28 18:52:30,Tablet,Organic Search,True,378
125,6,2023-03-01 11:42:56,Tablet,Organic Search,True,141
126,60,2023-11-04 21:39:01,Desktop,Paid Ads,False,
127,46,2023-06-01 17:01:29,Desktop,Organic Search,False,
128,40,2023-07-03 16:27:32,Tablet,Paid Ads,True,300
129,,2023-01-25 10:21:32,Desktop,Email Campaign,False,
130,31,2023-09-03 19:10:57,Desktop,Organic Search,False,
131,,2023-10-04 15:06:59,Desktop,Referral,False,
132,,2023-07-04 13:51:21,Desktop,Email Campaign,False,
133,44,2023-09-22 23:16:22,Desktop,Referral,False,
134,27,2023-08-28 13:47:49,Desktop,Email Campaign,False,
135,22,2023-12-22 16:45:31,Tablet,Referral,False,
136,9,2023-11-30 15:44:37,Desktop,Organic Search,False,
137,50,2023-11-06 19:02:43,Mobile,Social Media,False,
138,63,2023-03-08 12:52:20,Desktop,Email Campaign,False,
139,,2023-06-23 00:44:22,Desktop,Organic Search,False,
140,8,2023-07-17 08:59:53,Mobile,Paid Ads,False,
141,46,2023-02-07 16:18:33,Mobile,Social Media,False,
142,45,2023-02-26 11:21:11,Mobile,Email Campaign,True,79
143,48,2023-02-27 17:44:11,Desktop,Social Media,False,
144,,2023-12-02 20:11:56,Mobile,Paid Ads,False,
145,40,2023-11-26 12:22:27,Tablet,Referral,False,
146,16,2023-10-13 20:21:14,Mobile,Direct,False,
147,53,2023-07-08 16:44:48,Desktop,Direct,True,253
148,15,2023-05-05 09:57:26,Desktop,Paid Ads,False,
149,48,2023-05-03 15:18:55,Desktop,Organic Search,False,
150,53,2023-12-08 13:53:36,Desktop,Paid Ads,False,
151,70,2023-12-28 19:28:57,Desktop,Organic Search,False,
152,50,2023-11-30 13:19:05,Tablet,Paid Ads,False,
153,14,2023-05-25 20:36:36,Tablet,Email Campaign,False,
154,50,2023-12-25 21:29:17,Mobile,Referral,True,204
155,44,2023-08-04 22:18:14,Desktop,Social Media,False,
156,,2023-02-22 21:59:20,Desktop,Referral,False,
157,31,2023-11-17 12:07:23,Desktop,Email Campaign,True,100
158,,2023-12-04 03:17:50,Tablet,Organic Search,False,
159,9,2023-11-30 14:58:30,Tablet,Direct,False,
160,11,2023-05-16 11:59:37,Desktop,Social Media,False,
161,,2023-01-12 18:05:37,Tablet,Direct,False,
162,29,2023-12-15 22:35:30,Mobile,Email Campaign,False,
163,1,2023-12-05 12:37:37,Mobile,Referral,False,
164,30,2023-12-09 18:37:12,Mobile,Paid Ads,False,
165,12,2023-02-18 09:32:22,Mobile,Direct,False,
166,42,2023-05-26 19:42:15,Mobile,Organic Search,False,
167,37,2023-12-24 15:12:28,Tablet,Referral,False,
168,48,2023-08-19 18:20:58,Tablet,Direct,False,
169,3,2023-07-02 21:33:54,Tablet,Email Campaign,False,
170,67,2023-12-22 14:14:17,Tablet,Organic Search,False,
171,,2023-01-30 09:49:09,Mobile,Paid Ads,False,
172,13,2023-12-30 01:35:37,Tablet,Email Campaign,True,135
173,,2023-12-15 03:02:53,Mobile,Direct,False,
174,68,2023-10-04 21:37:45,Mobile,Paid Ads,False,
175,49,2023-07-10 12:27:27,Mobile,Direct,False,
176,61,2023-02-14 04:30:54,Tablet,Social Media,True,214
177,,2023-10-26 18:00:12,Desktop,Referral,False,
178,5,2023-05-24 21:38:29,Desktop,Email Campaign,False,
179,19,2023-05-23 16:48:09,Tablet,Referral,False,
180,10,2023-09-21 18:12:28,Mobile,Paid Ads,True,369
181,47,2023-12-26 15:23:09,Mobile,Social Media,False,
182,24,2023-01-08 18:10:55,Tablet,Paid Ads,True,212
183,12,2023-11-17 22:24:55,Mobile,Organic Search,True,126
184,,2023-07-21 19:39:58,Desktop,Referral,False,
185,37,2023-01-30 12:10:26,Tablet,Direct,True,10
186,,2023-03-03 15:00:43,Mobile,Paid Ads,False,
187,,2023-08-13 22:28:36,Mobile,Paid Ads,False,
188,25,2023-12-13 19:50:42,Mobile,Direct,False,
189,19,2023-12-28 10:56:54,Tablet,Social Media,False,
190,58,2023-07-08 17:59:06,Tablet,Direct,True,348
191,28,2023-01-04 13:01:41,Mobile,Email Campaign,False,
192,,2023-10-28 17:32:09,Desktop,Email Campaign,False,
193,25,2023-12-26 10:55:27,Desktop,Referral,True,4
194,,2023-11-05 11:56:42,Desktop,Referral,False,
195,,2023-05-22 11:07:42,Desktop,Social Media,False,
196,48,2023-08-22 08:53:30,Desktop,Email Campaign,False,
197,7,2023-11-08 19:29:50,Tablet,Email Campaign,False,
198,13,2023-11-24 20:27:25,Mobile,Paid Ads,False,
199,35,2023-09-30 18:21:54,Tablet,Paid Ads,False,
200,,2023-03-07 20:51:47,Desktop,Email Campaign,False,
201,20,2023-12-21 21:58:05,Mobile,Paid Ads,False,
202,30,2023-11-30 13:08:07,Mobile,Organic Search,False,
203,48,2023-12-08 09:25:56,Desktop,Paid Ads,True,292
204,61,2023-11-19 19:24:51,Desktop,Direct,False,
205,,2023-09-15 19:18:15,Tablet,Direct,False,
206,36,2023-12-30 19:03:23,Desktop,Paid Ads,True,81
207,,2023-08-30 15:22:11,Mobile,Paid Ads,False,
208,23,2023-10-20 20:07:28,Tablet,Social Media,True,185
209,26,2023-11-16 12:18:24,Tablet,Email Campaign,True,232
210,4,2023-11-18 20:08:52,Desktop,Paid Ads,True,319
211,5,2023-04-14 08:47:05,Desktop,Paid Ads,True,334
212,,2023-06-05 18:02:03,Tablet,Referral,False,
213,38,2023-07-12 14:25:42,Tablet,Email Campaign,True,43
214,,2023-02-03 09:04:21,Mobile,Paid Ads,False,
215,41,2023-10-12 18:19:35,Tablet,Email Campaign,True,227
216,41,2023-07-07 19:42:52,Tablet,Email Campaign,False,
217,18,2023-06-20 13:09:18,Desktop,Email Campaign,False,
218,50,2023-12-02 09:00:13,Mobile,Direct,True,47
219,47,2023-11-02 19:34:31,Mobile,Social Media,False,
220,47,2023-12-14 20:14:34,Desktop,Referral,False,
221,41,2023-05-28 13:46:16,Desktop,Direct,True,217
222,68,2023-02-20 15:40:08,Mobile,Email Campaign,False,
223,,2023-04-11 13:31:23,Mobile,Referral,False,
224,68,2023-04-26 20:44:45,Desktop,Paid Ads,True,374
225,28,2023-02-05 06:59:22,Desktop,Email Campaign,False,
226,66,2023-09-23 17:31:47,Tablet,Direct,False,
227,,2023-02-15 11:30:40,Desktop,Direct,False,
228,12,2023-06-04 07:51:42,Desktop,Organic Search,False,
229,42,2023-07-29 16:32:20,Tablet,Direct,False,
230,16,2023-09-22 17:55:43,Desktop,Email Campaign,False,
231,60,2023-11-11 20:13:13,Tablet,Social Media,True,280
232,,2023-10-31 18:55:00,Mobile,Organic Search,False,
233,,2023-01-18 17:26:18,Desktop,Email Campaign,False,
234,44,2023-12-11 17:22:43,Mobile,Social Media,False,
235,40,2023-09-18 16:50:02,Tablet,Paid Ads,False,
236,56,2023-12-24 14:19:54,Tablet,Organic Search,True,42
237,55,2023-10-08 22:28:13,Mobile,Social Media,False,
238,48,2023-01-01 13:06:44,Mobile,Direct,False,
239,2,2023-10-20 12:10:42,Mobile,Social Media,False,
240,,2023-06-20 15:22:27,Desktop,Social Media,False,
241,,2023-04-21 18:39:08,Mobile,Paid Ads,False,
242,59,2023-08-27 20:12:29,Mobile,Direct,False,
243,,2023-07-16 21:13:18,Mobile,Direct,False,
244,20,2023-11-13 21:16:34,Mobile,Referral,False,
245,17,2023-10-27 20:56:50,Desktop,Email Campaign,False,
246,21,2023-07-28 22:43:46,Desktop,Email Campaign,False,
247,,2023-08-10 17:14:01,Mobile,Paid Ads,False,
248,25,2023-11-14 17:19:41,Desktop,Organic Search,False,
249,,2023-02-27 18:06:03,Tablet,Paid Ads,False,
250,4,2023-09-14 17:16:08,Tablet,Referral,True,220
251,66,2023-10-02 17:40:56,Mobile,Paid Ads,False,
252,12,2023-07-07 09:04:20,Desktop,Paid Ads,False,
253,,2023-01-07 17:47:18,Desktop,Paid Ads,False,
254,51,2023-04-24 13:14:49,Tablet,Paid Ads,True,102
255,43,2023-06-04 01:19:04,Desktop,Email Campaign,False,
256,69,2023-10-18 11:58:48,Tablet,Social Media,False,
257,64,2023-06-16 20:17:51,Desktop,Paid Ads,True,17
258,64,2023-08-31 17:51:54,Mobile,Direct,False,
259,26,2023-02-26 19:09:31,Tablet,Paid Ads,False,
260,53,2023-10-03 19:34:39,Tablet,Social Media,False,
261,8,2023-08-26 21:07:34,Desktop,Paid Ads,True,278
262,3,2023-09-22 14:03:35,Desktop,Email Campaign,False,
263,19,2023-11-21 13:21:44,Desktop,Email Campaign,False,
264,2,2023-07-09 11:39:10,Tablet,Social Media,False,
265,26,2023-02-08 13:25:38,Tablet,Paid Ads,False,
266,,2023-05-24 16:01:32,Tablet,Organic Search,False,
267,27,2023-12-03 14:49:42,Desktop,Paid Ads,False,
268,27,2023-02-27 09:26:41,Tablet,Referral,True,242
269,25,2023-11-02 06:59:35,Mobile,Email Campaign,False,
270,51,2023-01-06 10:07:23,Tablet,Paid Ads,False,
271,,2023-06-14 20:16:09,Tablet,Organic Search,False,
272,65,2023-07-28 11:36:48,Mobile,Referral,False,
273,13,2023-11-29 18:16:10,Tablet,Email Campaign,False,
274,,2023-04-02 17:01:15,Mobile,Direct,False,
275,22,2023-10-31 13:18:00,Mobile,Direct,False,
276,,2023-04-07 23:56:50,Desktop,Direct,False,
277,,2023-12-27 13:57:29,Desktop,Referral,False,
278,27,2023-07-03 15:59:02,Desktop,Direct,False,
279,5,2023-12-13 09:56:43,Desktop,Referral,True,140
280,51,2023-02-01 17:01:00,Desktop,Direct,True,264
281,43,2023-08-03 19:20:06,Mobile,Paid Ads,True,237
282,14,2023-10-04 12:09:26,Tablet,Organic Search,True,268
283,18,2023-09-15 13:43:05,Tablet,Paid Ads,False,
284,,2023-04-29 08:27:12,Mobile,Referral,False,
285,,2023-12-27 14:08:14,Tablet,Email Campaign,False,
286,33,2023-04-15 21:32:25,Desktop,Social Media,False,
287,39,2023-12-18 16:26:22,Tablet,Direct,False,
288,9,2023-12-28 12:48:38,Tablet,Paid Ads,True,353
289,43,2023-06-14 01:08:27,Desktop,Direct,False,
290,28,2023-11-26 16:36:58,Tablet,Organic Search,False,
291,43,2023-11-24 14:24:24,Mobile,Direct,False,
292,29,2023-12-16 13:51:56,Tablet,Organic Search,True,266
293,4,2023-12-21 14:50:26,Desktop,Paid Ads,True,143
294,35,2023-11-02 17:51:04,Desktop,Paid Ads,False,
295,,2023-12-11 14:22:32,Tablet,Direct,False,
296,2,2023-05-30 09:49:30,Tablet,Social Media,False,
297,29,2023-12-19 15:10:21,Desktop,Organic Search,False,
298,26,2023-12-20 16:46:17,Desktop,Paid Ads,False,
299,,2023-12-31 12:06:53,Tablet,Direct,False,
300,70,2023-12-26 17:22:41,Tablet,Email Campaign,False,
301,40,2023-05-19 11:50:28,Tablet,Organic Search,True,298
302,42,2023-06-09 12:19:35,Tablet,Referral,False,
303,21,2023-07-24 10:34:25,Tablet,Organic Search,False,
304,,2023-08-22 13:04:11,Tablet,Paid Ads,False,
305,55,2023-09-11 17:20:46,Desktop,Organic Search,False,
306,68,2023-03-11 12:17:22,Mobile,Direct,False,
307,28,2023-10-25 11:08:36,Tablet,Social Media,False,
308,16,2023-10-01 04:01:42,Mobile,Direct,False,
309,58,2023-07-07 18:48:58,Desktop,Direct,True,83
310,22,2023-09-27 00:29:40,Desktop,Paid Ads,False,
311,64,2023-06-20 13:50:25,Mobile,Email Campaign,True,387
312,34,2023-05-01 09:58:53,Desktop,Social Media,True,61
313,69,2023-07-11 16:29:49,Desktop,Referral,False,
314,1,2023-12-12 16:18:10,Mobile,Social Media,True,122
315,6,2023-08-14 20:31:06,Mobile,Email Campaign,False,
316,27,2023-01-05 19:37:34,Tablet,Organic Search,True,379
317,5,2023-04-07 14:52:14,Tablet,Social Media,False,
318,,2023-06-23 15:56:09,Mobile,Email Campaign,False,
319,3,2023-08-03 14:28:59,Mobile,Direct,True,384
320,,2023-08-01 15:34:18,Tablet,Social Media,False,
321,25,2023-12-09 12:22:16,Tablet,Email Campaign,True,336
322,,2023-03-19 12:07:06,Mobile,Social Media,False,
323,35,2023-04-18 11:56:30,Tablet,Referral,False,
324,59,2023-05-30 21:19:53,Mobile,Direct,False,
325,49,2023-06-15 11:27:05,Tablet,Email Campaign,False,
326,57,2023-09-12 10:56:42,Mobile,Direct,True,219
327,54,2023-09-29 10:10:20,Tablet,Direct,True,177
328,58,2023-05-23 19:44:37,Mobile,Email Campaign,True,200
329,48,2023-02-13 13:59:18,Mobile,Paid Ads,False,
330,14,2023-01-23 19:44:41,Mobile,Referral,True,243
331,41,2023-12-07 21:54:59,Tablet,Organic Search,False,
332,21,2023-12-08 22:46:11,Mobile,Email Campaign,False,
333,43,2023-06-11 17:08:48,Desktop,Referral,False,
334,61,2023-02-23 14:07:29,Mobile,Paid Ads,False,
335,63,2023-10-23 12:33:58,Mobile,Referral,True,213
336,11,2023-05-23 06:57:21,Desktop,Social Media,True,173
337,62,2023-09-28 21:40:48,Desktop,Organic Search,True,349
338,10,2023-12-09 21:19:42,Mobile,Direct,False,
339,63,2023-08-14 02:37:14,Mobile,Referral,False,
340,50,2023-11-20 20:09:02,Mobile,Direct,True,118
341,,2023-02-20 07:07:13,Tablet,Referral,False,
342,70,2023-10-06 02:23:26,Mobile,Email Campaign,True,146
343,36,2023-11-09 16:54:02,Tablet,Organic Search,False,
344,17,2023-03-02 09:27:20,Desktop,Organic Search,False,
345,16,2023-08-22 11:36:02,Mobile,Social Media,True,363
346,44,2023-03-24 06:43:16,Desktop,Direct,False,
347,29,2023-12-20 16:48:13,Desktop,Referral,True,16
348,50,2023-11-21 12:51:46,Mobile,Referral,False,
349,46,2023-02-15 08:01:03,Mobile,Social Media,False,
350,23,2023-12-04 20:45:17,Mobile,Social Media,False,
351,4,2023-09-10 16:26:15,Desktop,Referral,False,
352,,2023-01-05 17:36:26,Desktop,Direct,False,
353,48,2023-03-20 13:52:29,Tablet,Direct,False,
354,36,2023-11-21 13:10:23,Desktop,Referral,True,125
355,11,2023-09-03 20:06:26,Tablet,Direct,False,
356,,2023-08-07 13:40:09,Desktop,Social Media,False,
357,50,2023-11-06 16:02:57,Tablet,Referral,False,
358,52,2023-07-02 17:42:52,Tablet,Organic Search,True,331
359,14,2023-12-22 14:03:49,Mobile,Social Media,False,
360,35,2023-09-22 20:33:18,Mobile,Referral,False,
361,21,2023-09-04 15:33:36,Desktop,Email Campaign,True,120
362,38,2023-07-11 16:25:52,Desktop,Email Campaign,True,385
363,19,2023-08-24 17:23:14,Mobile,Email Campaign,False,
364,61,2023-01-10 21:24:39,Desktop,Email Campaign,True,205
365,2,2023-07-19 12:17:01,Desktop,Email Campaign,False,
366,52,2023-05-07 21:56:48,Tablet,Social Media,False,
367,,2023-09-11 07:55:17,Desktop,Social Media,False,
368,,2023-10-19 09:17:27,Mobile,Paid Ads,False,
369,31,2023-12-24 16:03:14,Tablet,Referral,False,
370,30,2023-12-14 00:39:35,Desktop,Paid Ads,False,
371,66,2023-08-09 14:23:09,Mobile,Organic Search,False,
372,25,2023-12-31 01:13:49,Tablet,Paid Ads,False,
373,53,2023-10-24 18:31:22,Tablet,Social Media,False,
374,,2023-12-21 23:25:11,Tablet,Email Campaign,False,
375,69,2023-07-04 21:43:16,Mobile,Paid Ads,False,
376,62,2023-07-03 14:00:53,Mobile,Social Media,True,181
377,14,2023-10-27 19:17:55,Mobile,Paid Ads,True,340
378,4,2023-01-25 13:36:02,Mobile,Referral,False,
379,,2023-07-25 14:41:31,Mobile,Paid Ads,False,
380,,2023-08-12 15:45:46,Desktop,Social Media,False,
381,61,2023-08-31 16:12:08,Desktop,Paid Ads,True,305
382,54,2023-10-15 12:18:38,Tablet,Referral,False,
383,23,2023-11-22 19:41:44,Desktop,Referral,False,
384,8,2023-11-12 20:36:44,Tablet,Organic Search,True,106
385,5,2023-08-25 12:57:00,Desktop,Paid Ads,False,
386,20,2023-07-17 08:25:41,Mobile,Organic Search,True,149
387,66,2023-09-01 11:44:37,Tablet,Paid Ads,True,364
388,62,2023-12-25 19:48:52,Mobile,Organic Search,True,145
389,,2023-10-08 01:18:39,Desktop,Organic Search,False,
390,,2023-02-08 17:08:22,Mobile,Referral,False,
391,29,2023-12-03 06:57:00,Desktop,Organic Search,True,91
392,29,2023-12-29 18:38:48,Tablet,Organic Search,True,129
393,50,2023-12-25 09:06:35,Mobile,Email Campaign,False,
394,12,2023-06-20 12:36:57,Mobile,Direct,False,
395,,2023-05-22 15:54:07,Mobile,Organic Search,False,
396,6,2023-06-01 15:44:07,Tablet,Referral,False,
397,68,2023-05-01 07:53:49,Desktop,Direct,False,
398,,2023-05-23 18:24:45,Desktop,Direct,False,
399,4,2023-11-13 12:53:27,Mobile,Direct,False,
400,37,2023-06-07 21:59:01,Mobile,Paid Ads,False,
401,65,2023-08-27 19:22:03,Desktop,Social Media,False,
402,50,2023-10-28 17:28:56,Mobile,Direct,True,225
403,36,2023-12-14 22:42:46,Tablet,Paid Ads,True,142
404,,2023-08-20 13:58:25,Mobile,Referral,False,
405,32,2023-09-04 19:15:33,Tablet,Referral,False,
406,,2023-05-31 11:52:54,Tablet,Organic Search,False,
407,36,2023-12-19 12:02:15,Desktop,Paid Ads,True,289
408,29,2023-12-25 20:44:16,Desktop,Direct,False,
409,41,2023-02-16 14:57:51,Tablet,Organic Search,True,255
410,,2023-01-23 20:12:26,Mobile,Organic Search,False,
411,35,2023-03-21 11:09:37,Mobile,Paid Ads,False,
412,16,2023-09-30 15:00:04,Tablet,Email Campaign,False,
413,65,2023-11-11 14:56:42,Desktop,Paid Ads,False,
414,46,2023-06-05 21:47:54,Desktop,Direct,False,
415,10,2023-08-14 21:43:09,Desktop,Paid Ads,False,
416,,2023-04-23 19:45:30,Desktop,Direct,False,
417,,2023-09-16 13:04:54,Desktop,Organic Search,False,
418,16,2023-09-01 11:02:37,Desktop,Social Media,True,167
419,63,2023-06-23 10:59:32,Tablet,Referral,False,
420,58,2023-11-21 21:36:32,Desktop,Email Campaign,False,
421,34,2023-11-09 03:03:00,Desktop,Paid Ads,True,313
422,62,2023-08-31 15:23:36,Mobile,Social Media,False,
423,51,2023-05-20 11:45:55,Mobile,Email Campaign,False,
424,44,2023-10-01 15:08:45,Mobile,Social Media,False,
425,66,2023-10-21 13:52:45,Mobile,Direct,False,
426,9,2023-11-22 12:24:09,Mobile,Paid Ads,True,216
427,24,2023-05-24 11:09:15,Desktop,Paid Ads,True,309
428,14,2023-03-21 08:13:25,Desktop,Social Media,True,187
429,,2023-03-06 15:21:54,Desktop,Social Media,False,
430,3,2023-12-29 11:58:34,Desktop,Direct,False,
431,53,2023-07-20 17:23:22,Tablet,Organic Search,True,37
432,70,2023-12-03 22:54:44,Tablet,Organic Search,False,
433,13,2023-12-13 10:40:05,Desktop,Direct,False,
434,8,2023-09-13 20:17:28,Tablet,Referral,True,239
435,41,2023-12-30 06:36:47,Tablet,Direct,False,
436,12,2023-11-01 18:55:32,Mobile,Referral,True,163
437,45,2023-09-05 19:31:16,Desktop,Paid Ads,False,
438,32,2023-11-12 06:16:28,Tablet,Referral,True,371
439,,2023-08-07 06:36:25,Desktop,Paid Ads,False,
440,,2023-05-18 21:53:46,Desktop,Direct,False,
441,48,2023-01-04 18:46:59,Mobile,Paid Ads,True,342
442,50,2023-11-20 19:23:53,Desktop,Paid Ads,False,
443,,2023-07-04 15:46:51,Tablet,Direct,False,
444,23,2023-12-21 11:46:37,Mobile,Direct,False,
445,58,2023-07-05 21:10:25,Mobile,Email Campaign,True,2
446,5,2023-06-21 21:13:33,Desktop,Social Media,False,
447,18,2023-10-21 13:01:26,Mobile,Organic Search,False,
448,64,2023-08-24 10:00:28,Desktop,Email Campaign,False,
449,63,2023-07-15 13:36:45,Desktop,Social Media,False,
450,3,2023-07-30 16:30:22,Tablet,Referral,False,
451,1,2023-12-13 22:13:51,Desktop,Referral,False,
452,35,2023-05-20 13:14:25,Mobile,Email Campaign,True,386
453,15,2023-06-08 13:21:09,Tablet,Referral,False,
454,17,2023-12-20 14:51:57,Desktop,Organic Search,False,
455,54,2023-11-15 17:56:15,Desktop,Email Campaign,False,
456,55,2023-07-22 10:15:01,Mobile,Social Media,False,
