order_item_id,order_id,product_id,quantity,unit_price,line_total
147,51,22,3,171.78,515.34
148,51,13,3,47.25,141.75
149,51,21,4,63.45,253.8
150,51,24,1,110.23,110.23
151,52,21,2,63.45,126.9
152,52,28,3,139.25,417.75
153,52,22,1,171.78,171.78
154,52,25,2,157.41,314.82
155,53,34,4,127.37,509.48
156,53,36,1,158.8,158.8
157,53,33,2,75.02,150.04
158,53,26,1,84.56,84.56
159,54,14,2,141.31,282.62
160,54,2,1,317.19,317.19
161,54,11,3,265.0,795.0
162,55,19,1,115.28,115.28
163,55,6,2,213.17,426.34
164,55,38,4,165.56,662.24
165,55,18,4,11.3,45.2
166,56,2,2,317.19,634.38
167,57,46,3,243.69,731.07
168,57,49,1,132.57,132.57
169,57,6,3,213.17,639.51
170,57,38,3,165.56,496.68
171,58,3,2,41.88,83.76
172,58,17,1,18.95,18.95
173,58,33,1,75.02,75.02
174,58,11,3,265.0,795.0
175,58,25,4,157.41,629.64
176,59,32,3,224.11,672.33
177,60,46,2,243.69,487.38
178,60,42,1,80.38,80.38
179,60,41,1,218.0,218.0
180,60,26,4,84.56,338.24
181,61,42,2,80.38,160.76
182,61,43,4,15.73,62.92
183,62,10,2,82.1,164.2
184,63,24,3,110.23,330.69
185,63,14,1,141.31,141.31
186,63,39,3,37.68,113.04
187,63,12,2,150.95,301.9
188,64,42,3,80.38,241.14
189,64,39,3,37.68,113.04
190,65,11,4,265.0,1060.0
191,65,32,2,224.11,448.22
192,65,44,4,205.1,820.4
193,65,28,4,139.25,557.0
194,66,31,4,194.12,776.48
195,66,8,3,57.74,173.22
196,66,36,3,158.8,476.4
197,67,31,1,194.12,194.12
198,67,44,3,205.1,615.3
199,67,12,3,150.95,452.85
200,68,45,2,208.41,416.82
201,68,31,2,194.12,388.24
202,68,15,4,219.9,879.6
203,69,50,4,152.35,609.4
204,69,37,4,82.79,331.16
205,69,19,3,115.28,345.84
206,69,36,1,158.8,158.8
207,70,4,3,153.57,460.71
208,70,21,1,63.45,63.45
209,70,24,2,110.23,220.46
210,70,20,1,50.18,50.18
211,70,44,4,205.1,820.4
212,71,2,2,317.19,634.38
213,72,40,1,150.45,150.45
214,72,14,4,141.31,565.24
215,73,40,4,150.45,601.8
216,73,3,2,41.88,83.76
217,73,9,2,169.16,338.32
218,73,31,1,194.12,194.12
219,74,20,1,50.18,50.18
220,74,50,3,152.35,457.05
221,75,35,1,156.11,156.11
222,75,29,4,307.15,1228.6
223,75,27,2,340.36,680.72
224,75,20,1,50.18,50.18
225,75,42,2,80.38,160.76
226,76,42,3,80.38,241.14
227,76,46,4,243.69,974.76
228,76,35,1,156.11,156.11
229,77,24,1,110.23,110.23
230,78,23,4,56.01,224.04
231,78,8,1,57.74,57.74
232,78,29,2,307.15,614.3
233,79,41,1,218.0,218.0
234,79,39,3,37.68,113.04
235,79,29,4,307.15,1228.6
236,79,33,2,75.02,150.04
237,80,19,3,115.28,345.84
238,81,33,1,75.02,75.02
239,81,31,3,194.12,582.36
240,81,21,2,63.45,126.9
241,81,12,4,150.95,603.8
242,81,19,2,115.28,230.56
243,82,18,4,11.3,45.2
244,82,13,2,47.25,94.5
245,82,25,2,157.41,314.82
246,82,40,1,150.45,150.45
247,82,35,4,156.11,624.44
248,83,8,1,57.74,57.74
249,83,18,1,11.3,11.3
250,83,14,2,141.31,282.62
251,83,13,1,47.25,47.25
252,83,44,3,205.1,615.3
253,84,33,4,75.02,300.08
254,84,40,1,150.45,150.45
255,84,8,3,57.74,173.22
256,84,14,4,141.31,565.24
257,84,20,2,50.18,100.36
258,85,29,3,307.15,921.45
259,85,9,2,169.16,338.32
260,86,25,1,157.41,157.41
261,86,33,2,75.02,150.04
262,86,32,4,224.11,896.44
263,86,2,1,317.19,317.19
264,86,49,4,132.57,530.28
265,87,8,1,57.74,57.74
266,87,24,1,110.23,110.23
267,88,19,3,115.28,345.84
268,88,45,3,208.41,625.23
269,89,18,1,11.3,11.3
270,89,21,3,63.45,190.35
271,89,43,1,15.73,15.73
272,89,25,4,157.41,629.64
273,89,47,4,297.46,1189.84
274,90,3,4,41.88,167.52
275,90,33,3,75.02,225.06
276,90,30,4,49.36,197.44
277,91,3,4,41.88,167.52
278,92,26,2,84.56,169.12
279,92,28,1,139.25,139.25
280,92,43,2,15.73,31.46
281,92,11,1,265.0,265.0
282,93,46,1,243.69,243.69
283,94,33,2,75.02,150.04
284,94,44,2,205.1,410.2
285,94,28,1,139.25,139.25
286,95,8,4,57.74,230.96
287,96,18,2,11.3,22.6
288,97,20,2,50.18,100.36
289,97,43,2,15.73,31.46
290,97,48,1,220.86,220.86
291,97,34,1,127.37,127.37
292,97,31,4,194.12,776.48
293,98,14,3,141.31,423.93
294,98,44,3,205.1,615.3
295,98,42,3,80.38,241.14
296,98,39,4,37.68,150.72
297,98,37,3,82.79,248.37
298,99,22,4,171.78,687.12
299,99,35,3,156.11,468.33
300,99,6,1,213.17,213.17
301,99,20,1,50.18,50.18
302,99,11,4,265.0,1060.0
303,100,6,4,213.17,852.68
304,100,12,1,150.95,150.95
305,101,28,1,139.25,139.25
306,101,37,1,82.79,82.79
307,101,27,3,340.36,1021.08
308,101,12,3,150.95,452.85
309,101,30,1,49.36,49.36
310,102,4,1,153.57,153.57
311,102,12,1,150.95,150.95
312,103,18,1,11.3,11.3
313,103,45,2,208.41,416.82
314,103,23,4,56.01,224.04
315,104,48,2,220.86,441.72
316,105,36,3,158.8,476.4
317,105,7,1,225.41,225.41
318,106,13,2,47.25,94.5
319,106,25,3,157.41,472.23
320,107,33,1,75.02,75.02
321,108,50,1,152.35,152.35
322,108,49,4,132.57,530.28
323,108,40,2,150.45,300.9
324,108,10,4,82.1,328.4
325,109,44,4,205.1,820.4
326,109,40,4,150.45,601.8
327,110,23,3,56.01,168.03
328,110,9,4,169.16,676.64
329,110,48,1,220.86,220.86
330,110,4,1,153.57,153.57
331,110,42,2,80.38,160.76
332,111,38,1,165.56,165.56
333,112,44,1,205.1,205.1
334,113,29,1,307.15,307.15
335,113,33,2,75.02,150.04
336,113,48,3,220.86,662.58
337,113,17,1,18.95,18.95
338,114,29,3,307.15,921.45
339,114,12,2,150.95,301.9
340,115,9,4,169.16,676.64
341,115,23,4,56.01,224.04
342,115,39,3,37.68,113.04
343,115,7,2,225.41,450.82
344,115,31,2,194.12,388.24
345,116,31,2,194.12,388.24
346,116,42,2,80.38,160.76
347,116,15,4,219.9,879.6
348,116,43,1,15.73,15.73
349,117,10,2,82.1,164.2
350,117,41,4,218.0,872.0
351,118,41,4,218.0,872.0
352,118,7,3,225.41,676.23
353,118,48,3,220.86,662.58
354,118,22,2,171.78,343.56
355,118,43,3,15.73,47.19
356,119,34,4,127.37,509.48
357,119,21,1,63.45,63.45
358,119,12,1,150.95,150.95
359,119,29,2,307.15,614.3
360,119,49,3,132.57,397.71
361,120,34,3,127.37,382.11
362,121,43,3,15.73,47.19
363,121,49,3,132.57,397.71
364,122,47,4,297.46,1189.84
365,123,46,3,243.69,731.07
366,124,29,3,307.15,921.45
367,124,49,1,132.57,132.57
368,124,46,1,243.69,243.69
369,124,26,2,84.56,169.12
370,124,38,1,165.56,165.56
371,125,22,4,171.78,687.12
372,125,11,2,265.0,530.0
373,125,48,3,220.86,662.58
374,126,46,2,243.69,487.38
375,126,11,3,265.0,795.0
376,126,10,1,82.1,82.1
377,126,21,4,63.45,253.8
378,126,37,3,82.79,248.37
379,127,38,3,165.56,496.68
380,127,25,3,157.41,472.23
381,127,18,4,11.3,45.2
382,127,10,1,82.1,82.1
383,128,2,4,317.19,1268.76
384,128,5,3,24.88,74.64
385,129,13,2,47.25,94.5
386,129,34,1,127.37,127.37
387,129,18,1,11.3,11.3
388,129,15,3,219.9,659.7
389,129,49,2,132.57,265.14
390,130,46,1,243.69,243.69
391,130,39,4,37.68,150.72
392,131,24,1,110.23,110.23
393,131,34,3,127.37,382.11
394,132,2,3,317.19,951.57
395,132,19,1,115.28,115.28
396,132,26,1,84.56,84.56
397,133,27,3,340.36,1021.08
398,133,15,3,219.9,659.7
399,133,9,2,169.16,338.32
400,133,41,3,218.0,654.0
401,133,29,3,307.15,921.45
402,134,41,1,218.0,218.0
403,134,45,4,208.41,833.64
404,134,47,2,297.46,594.92
405,134,48,4,220.86,883.44
406,135,6,3,213.17,639.51
407,135,24,3,110.23,330.69
408,135,23,1,56.01,56.01
409,136,19,1,115.28,115.28
410,136,14,1,141.31,141.31
411,136,33,2,75.02,150.04
412,136,35,2,156.11,312.22
413,137,15,3,219.9,659.7
414,137,43,3,15.73,47.19
415,137,9,3,169.16,507.48
416,138,7,1,225.41,225.41
417,138,19,4,115.28,461.12
418,138,44,2,205.1,410.2
419,138,28,1,139.25,139.25
420,138,27,3,340.36,1021.08
421,139,27,4,340.36,1361.44
422,139,37,4,82.79,331.16
423,139,21,3,63.45,190.35
424,139,17,2,18.95,37.9
425,140,27,4,340.36,1361.44
426,141,11,4,265.0,1060.0
427,141,6,2,213.17,426.34
428,141,22,3,171.78,515.34
429,142,11,1,265.0,265.0
430,142,37,2,82.79,165.58
431,142,29,3,307.15,921.45
432,142,26,4,84.56,338.24
433,142,8,1,57.74,57.74
434,143,36,4,158.8,635.2
435,143,49,1,132.57,132.57
436,143,41,2,218.0,436.0
437,143,37,3,82.79,248.37
438,144,39,1,37.68,37.68
439,144,9,4,169.16,676.64
440,144,17,1,18.95,18.95
441,144,12,1,150.95,150.95
442,145,3,1,41.88,41.88
443,145,15,1,219.9,219.9
444,145,5,4,24.88,99.52
445,146,16,3,45.06,135.18
446,146,24,4,110.23,440.92
447,146,49,2,132.57,265.14
448,146,6,4,213.17,852.68
449,147,17,3,18.95,56.85
450,148,36,2,158.8,317.6
451,149,8,2,57.74,115.48
452,149,33,3,75.02,225.06
453,150,44,2,205.1,410.2
454,151,4,4,153.57,614.28
455,151,36,3,158.8,476.4
456,151,41,1,218.0,218.0
457,151,25,3,157.41,472.23
458,151,9,1,169.16,169.16
459,152,19,2,115.28,230.56
460,153,18,4,11.3,45.2
461,154,3,4,41.88,167.52
462,154,50,2,152.35,304.7
463,155,42,2,80.38,160.76
464,155,13,4,47.25,189.0
465,155,6,4,213.17,852.68
466,156,16,3,45.06,135.18
467,156,43,1,15.73,15.73
468,157,22,4,171.78,687.12
469,157,43,1,15.73,15.73
470,157,9,1,169.16,169.16
471,157,26,4,84.56,338.24
472,158,36,4,158.8,635.2
473,158,35,1,156.11,156.11
474,158,19,3,115.28,345.84
475,158,10,4,82.1,328.4
476,159,50,4,152.35,609.4
477,159,43,4,15.73,62.92
478,159,45,3,208.41,625.23
479,160,47,4,297.46,1189.84
480,160,50,3,152.35,457.05
481,161,40,1,150.45,150.45
482,161,31,2,194.12,388.24
483,162,22,4,171.78,687.12
484,162,38,3,165.56,496.68
485,162,50,3,152.35,457.05
486,162,33,4,75.02,300.08
487,163,14,4,141.31,565.24
488,163,5,1,24.88,24.88
489,163,22,3,171.78,515.34
490,164,28,1,139.25,139.25
491,165,36,3,158.8,476.4
492,165,13,4,47.25,189.0
493,165,43,1,15.73,15.73
494,165,2,3,317.19,951.57
495,165,34,3,127.37,382.11
496,166,49,1,132.57,132.57
497,166,46,2,243.69,487.38
498,166,18,1,11.3,11.3
499,167,50,2,152.35,304.7
500,167,10,1,82.1,82.1
501,168,6,4,213.17,852.68
502,168,19,3,115.28,345.84
503,168,24,3,110.23,330.69
504,169,4,1,153.57,153.57
505,169,46,2,243.69,487.38
506,169,33,3,75.02,225.06
507,169,41,1,218.0,218.0
508,170,29,2,307.15,614.3
509,170,27,1,340.36,340.36
510,170,28,4,139.25,557.0
511,170,12,1,150.95,150.95
512,170,19,4,115.28,461.12
513,171,47,4,297.46,1189.84
514,171,33,4,75.02,300.08
515,171,46,2,243.69,487.38
516,171,43,2,15.73,31.46
517,171,2,4,317.19,1268.76
518,172,50,3,152.35,457.05
519,172,23,2,56.01,112.02
520,172,8,3,57.74,173.22
521,172,35,2,156.11,312.22
522,172,33,3,75.02,225.06
523,173,20,2,50.18,100.36
524,173,50,4,152.35,609.4
525,174,4,2,153.57,307.14
526,174,18,1,11.3,11.3
527,174,33,1,75.02,75.02
528,174,22,4,171.78,687.12
529,175,45,1,208.41,208.41
530,175,24,2,110.23,220.46
531,175,14,1,141.31,141.31
532,175,49,1,132.57,132.57
533,176,39,4,37.68,150.72
534,176,3,4,41.88,167.52
535,176,5,1,24.88,24.88
536,177,16,1,45.06,45.06
537,177,15,1,219.9,219.9
538,178,28,3,139.25,417.75
539,178,2,4,317.19,1268.76
540,178,21,4,63.45,253.8
541,178,36,2,158.8,317.6
542,178,1,1,248.19,248.19
543,179,18,3,11.3,33.9
544,179,13,4,47.25,189.0
545,180,43,2,15.73,31.46
546,181,6,4,213.17,852.68
547,182,39,4,37.68,150.72
548,182,42,1,80.38,80.38
549,182,18,1,11.3,11.3
550,182,25,4,157.41,629.64
551,182,5,4,24.88,99.52
552,183,25,4,157.41,629.64
553,183,12,2,150.95,301.9
554,183,33,4,75.02,300.08
555,183,35,1,156.11,156.11
556,184,49,1,132.57,132.57
557,184,30,1,49.36,49.36
558,184,20,3,50.18,150.54
559,185,21,4,63.45,253.8
560,185,14,2,141.31,282.62
561,185,4,2,153.57,307.14
562,185,37,1,82.79,82.79
563,186,32,2,224.11,448.22
564,186,36,2,158.8,317.6
565,187,3,3,41.88,125.64
566,187,19,2,115.28,230.56
567,188,26,1,84.56,84.56
568,189,17,4,18.95,75.8
569,189,47,1,297.46,297.46
570,190,25,4,157.41,629.64
571,190,18,4,11.3,45.2
572,191,21,1,63.45,63.45
573,191,17,2,18.95,37.9
574,191,2,2,317.19,634.38
575,192,11,4,265.0,1060.0
576,192,29,3,307.15,921.45
577,193,38,3,165.56,496.68
578,193,41,4,218.0,872.0
579,193,8,2,57.74,115.48
580,193,40,1,150.45,150.45
581,194,48,1,220.86,220.86
582,194,25,1,157.41,157.41
583,194,23,1,56.01,56.01
584,194,24,1,110.23,110.23
585,195,33,3,75.02,225.06
586,195,22,4,171.78,687.12
587,195,23,2,56.01,112.02
588,196,3,3,41.88,125.64
589,196,26,4,84.56,338.24
590,197,4,2,153.57,307.14
591,197,35,4,156.11,624.44
592,197,1,3,248.19,744.57
593,197,32,4,224.11,896.44
594,197,30,2,49.36,98.72
595,198,25,2,157.41,314.82
596,199,48,1,220.86,220.86
597,199,33,1,75.02,75.02
598,199,8,4,57.74,230.96
599,199,29,3,307.15,921.45
600,199,46,3,243.69,731.07
601,200,43,4,15.73,62.92
602,200,26,4,84.56,338.24
603,200,39,4,37.68,150.72
604,201,24,2,110.23,220.46
605,201,28,3,139.25,417.75
606,201,38,1,165.56,165.56
607,201,19,1,115.28,115.28
608,202,26,3,84.56,253.68
609,202,27,2,340.36,680.72
610,203,15,1,219.9,219.9
611,203,48,4,220.86,883.44
612,203,39,1,37.68,37.68
613,204,28,1,139.25,139.25
614,204,44,1,205.1,205.1
615,204,11,2,265.0,530.0
616,204,2,2,317.19,634.38
617,205,42,2,80.38,160.76
618,205,6,2,213.17,426.34
619,206,37,1,82.79,82.79
620,206,13,3,47.25,141.75
621,206,31,2,194.12,388.24
622,206,9,4,169.16,676.64
623,207,7,4,225.41,901.64
624,207,33,3,75.02,225.06
625,207,12,4,150.95,603.8
626,208,37,3,82.79,248.37
627,209,19,1,115.28,115.28
628,209,16,1,45.06,45.06
629,209,13,3,47.25,141.75
630,209,10,3,82.1,246.3
631,210,43,2,15.73,31.46
632,210,11,2,265.0,530.0
633,210,36,1,158.8,158.8
634,210,45,1,208.41,208.41
635,211,2,2,317.19,634.38
636,211,11,4,265.0,1060.0
637,211,41,4,218.0,872.0
638,211,17,1,18.95,18.95
639,212,31,3,194.12,582.36
640,212,30,4,49.36,197.44
641,213,3,3,41.88,125.64
642,214,36,2,158.8,317.6
643,214,19,4,115.28,461.12
644,214,34,1,127.37,127.37
645,214,25,1,157.41,157.41
646,214,22,2,171.78,343.56
647,215,6,2,213.17,426.34
648,215,33,3,75.02,225.06
649,215,34,3,127.37,382.11
650,215,19,2,115.28,230.56
651,216,36,1,158.8,158.8
652,216,38,1,165.56,165.56
653,217,6,1,213.17,213.17
654,218,40,4,150.45,601.8
655,218,30,2,49.36,98.72
656,218,23,3,56.01,168.03
657,219,14,3,141.31,423.93
658,219,13,4,47.25,189.0
659,220,3,3,41.88,125.64
660,220,15,3,219.9,659.7
661,220,42,3,80.38,241.14
662,220,28,3,139.25,417.75
663,221,32,3,224.11,672.33
664,221,46,2,243.69,487.38
665,221,43,2,15.73,31.46
666,221,8,2,57.74,115.48
667,221,38,2,165.56,331.12
668,222,34,3,127.37,382.11
669,222,20,4,50.18,200.72
670,222,18,1,11.3,11.3
671,222,28,3,139.25,417.75
672,222,26,2,84.56,169.12
673,223,16,3,45.06,135.18
674,223,44,4,205.1,820.4
675,223,13,4,47.25,189.0
676,224,2,4,317.19,1268.76
677,224,19,1,115.28,115.28
678,224,28,4,139.25,557.0
679,225,31,3,194.12,582.36
680,225,17,1,18.95,18.95
681,226,17,3,18.95,56.85
682,226,38,1,165.56,165.56
683,227,31,1,194.12,194.12
684,227,14,2,141.31,282.62
685,227,7,2,225.41,450.82
686,227,19,2,115.28,230.56
687,227,49,1,132.57,132.57
688,228,49,1,132.57,132.57
689,228,12,1,150.95,150.95
690,228,36,2,158.8,317.6
691,228,42,2,80.38,160.76
692,228,8,1,57.74,57.74
693,229,3,1,41.88,41.88
694,229,8,1,57.74,57.74
695,229,31,3,194.12,582.36
696,230,25,2,157.41,314.82
697,231,24,3,110.23,330.69
698,231,19,4,115.28,461.12
699,231,26,3,84.56,253.68
700,231,25,4,157.41,629.64
701,231,22,1,171.78,171.78
702,232,36,3,158.8,476.4
703,232,27,4,340.36,1361.44
704,233,7,3,225.41,676.23
705,233,41,1,218.0,218.0
706,233,15,4,219.9,879.6
707,233,33,1,75.02,75.02
708,234,22,2,171.78,343.56
709,234,6,3,213.17,639.51
710,235,45,2,208.41,416.82
711,235,5,4,24.88,99.52
712,235,8,2,57.74,115.48
713,235,40,1,150.45,150.45
714,235,19,3,115.28,345.84
715,236,7,2,225.41,450.82
716,236,5,3,24.88,74.64
717,237,9,4,169.16,676.64
718,237,48,3,220.86,662.58
719,238,16,4,45.06,180.24
720,238,23,2,56.01,112.02
721,238,36,3,158.8,476.4
722,239,28,3,139.25,417.75
723,239,42,3,80.38,241.14
724,239,38,3,165.56,496.68
725,239,1,2,248.19,496.38
726,240,49,3,132.57,397.71
727,240,19,1,115.28,115.28
728,240,41,1,218.0,218.0
729,240,34,4,127.37,509.48
730,241,25,3,157.41,472.23
731,241,2,4,317.19,1268.76
732,241,7,4,225.41,901.64
733,241,41,1,218.0,218.0
734,241,27,4,340.36,1361.44
735,242,2,2,317.19,634.38
736,243,23,2,56.01,112.02
737,243,44,1,205.1,205.1
738,243,4,2,153.57,307.14
739,243,29,1,307.15,307.15
740,243,14,1,141.31,141.31
741,244,18,1,11.3,11.3
742,244,3,1,41.88,41.88
743,244,4,2,153.57,307.14
744,244,33,2,75.02,150.04
745,244,47,2,297.46,594.92
746,245,21,4,63.45,253.8
747,246,10,4,82.1,328.4
748,246,14,3,141.31,423.93
749,246,32,4,224.11,896.44
750,246,15,2,219.9,439.8
751,247,41,3,218.0,654.0
752,248,19,4,115.28,461.12
753,248,7,1,225.41,225.41
754,248,33,1,75.02,75.02
755,249,26,3,84.56,253.68
756,249,3,4,41.88,167.52
757,250,41,1,218.0,218.0
758,250,37,2,82.79,165.58
759,251,17,4,18.95,75.8
760,251,50,4,152.35,609.4
761,251,39,3,37.68,113.04
762,251,47,3,297.46,892.38
763,251,46,4,243.69,974.76
764,252,47,4,297.46,1189.84
765,252,21,3,63.45,190.35
766,252,18,1,11.3,11.3
767,252,45,3,208.41,625.23
768,252,23,2,56.01,112.02
769,253,27,4,340.36,1361.44
770,253,25,4,157.41,629.64
771,254,34,3,127.37,382.11
772,255,30,3,49.36,148.08
773,255,5,2,24.88,49.76
774,255,37,2,82.79,165.58
775,256,4,1,153.57,153.57
776,256,14,3,141.31,423.93
777,257,10,4,82.1,328.4
778,257,50,4,152.35,609.4
779,257,28,2,139.25,278.5
780,257,5,4,24.88,99.52
781,258,16,3,45.06,135.18
782,258,43,4,15.73,62.92
783,258,20,2,50.18,100.36
784,259,20,3,50.18,150.54
785,259,16,3,45.06,135.18
786,259,26,1,84.56,84.56
787,260,21,4,63.45,253.8
788,260,11,3,265.0,795.0
789,260,31,4,194.12,776.48
790,260,48,4,220.86,883.44
791,261,28,3,139.25,417.75
792,262,41,4,218.0,872.0
793,262,16,4,45.06,180.24
794,262,29,2,307.15,614.3
795,262,49,1,132.57,132.57
796,263,18,2,11.3,22.6
797,263,42,1,80.38,80.38
798,263,28,1,139.25,139.25
799,263,15,3,219.9,659.7
800,264,16,2,45.06,90.12
801,265,50,2,152.35,304.7
802,266,35,2,156.11,312.22
803,266,9,4,169.16,676.64
804,266,40,4,150.45,601.8
805,266,5,1,24.88,24.88
806,266,25,2,157.41,314.82
807,267,21,3,63.45,190.35
808,267,10,2,82.1,164.2
809,267,17,2,18.95,37.9
810,267,46,3,243.69,731.07
811,268,1,4,248.19,992.76
812,269,49,4,132.57,530.28
813,269,42,2,80.38,160.76
814,269,32,4,224.11,896.44
815,270,6,1,213.17,213.17
816,270,2,4,317.19,1268.76
817,270,50,4,152.35,609.4
818,270,43,4,15.73,62.92
819,270,30,2,49.36,98.72
820,271,7,4,225.41,901.64
821,271,42,4,80.38,321.52
822,271,34,4,127.37,509.48
823,271,38,4,165.56,662.24
824,272,33,3,75.02,225.06
825,272,40,3,150.45,451.35
826,273,17,1,18.95,18.95
827,273,20,2,50.18,100.36
828,273,35,2,156.11,312.22
829,274,17,1,18.95,18.95
830,274,44,1,205.1,205.1
831,275,48,4,220.86,883.44
832,275,7,4,225.41,901.64
833,275,3,4,41.88,167.52
834,276,49,2,132.57,265.14
835,276,28,3,139.25,417.75
836,276,31,2,194.12,388.24
837,276,15,3,219.9,659.7
838,276,24,1,110.23,110.23
839,277,23,3,56.01,168.03
840,278,23,1,56.01,56.01
841,279,48,1,220.86,220.86
842,279,3,1,41.88,41.88
843,280,48,1,220.86,220.86
844,280,41,3,218.0,654.0
845,280,26,1,84.56,84.56
846,280,32,4,224.11,896.44
847,280,6,3,213.17,639.51
848,281,2,3,317.19,951.57
849,282,48,4,220.86,883.44
850,282,39,3,37.68,113.04
851,282,44,3,205.1,615.3
852,282,35,1,156.11,156.11
853,282,31,4,194.12,776.48
854,283,33,3,75.02,225.06
855,283,29,3,307.15,921.45
856,283,8,3,57.74,173.22
857,283,7,4,225.41,901.64
858,284,6,3,213.17,639.51
859,284,19,3,115.28,345.84
860,284,34,4,127.37,509.48
861,285,26,3,84.56,253.68
862,285,7,1,225.41,225.41
863,286,31,4,194.12,776.48
864,286,10,2,82.1,164.2
865,286,50,2,152.35,304.7
866,287,26,3,84.56,253.68
867,287,27,2,340.36,680.72
868,287,9,4,169.16,676.64
869,288,41,1,218.0,218.0
