transaction_id,account_id,transaction_date,transaction_type,amount,merchant,channel
61,1041,2023-02-05 08:05:13,Deposit,2795.09,,ATM
62,1015,2023-01-17 19:54:53,POS Purchase,343.23,Airline Booking,Online
63,1043,2023-03-25 12:30:44,Withdrawal,402.26,,Branch
64,1042,2023-06-05 10:45:32,Deposit,4425.33,,ATM
65,1008,2023-03-21 23:09:15,ATM Withdrawal,270.65,,Branch
66,1033,2023-07-10 03:30:51,Deposit,872.37,,ATM
67,1039,2023-12-23 04:31:49,Payment,144.09,Online Marketplace,Mobile App
68,1015,2023-01-23 19:22:06,Transfer,2418.91,,Online
69,1007,2023-12-25 00:01:02,Withdrawal,324.26,,Online
70,1041,2023-08-28 05:02:23,Deposit,1658.14,,Branch
71,1029,2023-08-29 15:31:59,Transfer,341.79,,Mobile App
72,1026,2023-08-22 10:30:50,Payment,626.88,Best Buy,ATM
73,1039,2023-06-26 17:52:13,Transfer,399.03,,Branch
74,1026,2023-08-06 04:38:44,Transfer,739.65,,Branch
75,1009,2023-11-08 21:03:50,POS Purchase,728.31,Subscription Service,Mobile App
76,1022,2023-04-09 22:17:52,POS Purchase,352.21,Pharmacy,Branch
77,1017,2023-06-22 21:07:05,POS Purchase,628.25,Walmart,Mobile App
78,1044,2023-04-05 19:34:43,Withdrawal,317.73,,Mobile App
79,1023,2023-04-22 09:48:58,Deposit,2213.8,,Online
80,1023,2023-11-29 15:44:56,Payment,486.69,Uber,Mobile App
81,1053,2023-11-06 14:16:45,Payment,243.05,Hotel Booking,Mobile App
82,1029,2023-02-20 13:58:30,Transfer,2246.94,,Branch
83,1057,2023-02-14 11:56:56,Deposit,3790.65,,Mobile App
84,1020,2023-09-06 04:21:34,Withdrawal,209.06,,Mobile App
85,1045,2023-08-28 00:06:25,Transfer,2193.33,,Branch
86,1006,2023-07-25 08:00:03,ATM Withdrawal,448.48,,POS
87,1049,2023-07-08 16:52:37,POS Purchase,481.98,Local Grocery,Mobile App
88,1043,2023-06-18 11:14:38,ATM Withdrawal,133.67,,Mobile App
89,1009,2023-11-12 04:40:43,ATM Withdrawal,440.63,,Online
90,1039,2023-01-13 23:53:41,Transfer,1562.99,,ATM
91,1014,2023-10-10 09:40:40,Withdrawal,129.27,,Mobile App
92,1004,2023-02-02 19:21:23,Transfer,2863.6,,Online
93,1033,2023-06-11 13:51:00,Transfer,2500.6,,POS
94,1004,2023-05-07 05:15:15,Withdrawal,455.63,,Branch
95,1040,2023-03-07 11:44:52,Payment,412.71,Subscription Service,Branch
96,1016,2023-04-04 08:38:23,ATM Withdrawal,105.17,,Branch
97,1040,2023-09-15 22:46:07,POS Purchase,187.0,Electronics Store,Branch
98,1051,2023-05-04 15:05:00,POS Purchase,40.6,Insurance Co,Branch
99,1025,2023-09-28 09:49:04,Deposit,3156.33,,Mobile App
100,1017,2023-03-13 18:16:03,POS Purchase,146.85,Hotel Booking,ATM
101,1053,2023-09-18 18:50:58,Deposit,3799.7,,POS
102,1050,2023-08-27 19:23:47,Deposit,1417.54,,POS
103,1049,2023-11-28 19:05:51,POS Purchase,359.05,Hotel Booking,POS
104,1030,2023-04-12 13:05:34,ATM Withdrawal,194.88,,Branch
105,1046,2023-05-28 03:16:08,POS Purchase,28.14,Target,Mobile App
106,1051,2023-05-30 09:42:26,Transfer,2677.95,,Online
107,1052,2023-05-07 10:43:00,Transfer,2503.34,,Branch
108,1010,2023-10-13 11:55:45,Payment,392.03,Starbucks,POS
109,1013,2023-05-04 22:08:05,Withdrawal,420.8,,Branch
110,1049,2023-04-07 14:35:14,POS Purchase,92.92,Online Marketplace,Online
111,1011,2023-04-11 19:05:53,Deposit,3681.16,,ATM
112,1020,2023-07-02 04:30:17,Withdrawal,163.93,,POS
113,1036,2023-01-27 10:19:34,Withdrawal,292.03,,POS
114,1024,2023-11-18 20:51:32,Deposit,3465.88,,Online
115,1054,2023-09-06 10:48:48,Payment,500.71,Walmart,POS
116,1006,2023-04-01 19:47:03,Transfer,798.27,,POS
117,1026,2023-08-10 05:24:40,ATM Withdrawal,220.07,,ATM
118,1032,2023-10-09 17:08:45,Payment,587.51,Uber,Branch
119,1003,2023-03-03 05:41:10,Deposit,4539.2,,Mobile App
120,1046,2023-07-14 02:44:00,POS Purchase,217.47,Electronics Store,POS
121,1045,2023-07-31 22:17:46,Transfer,2996.76,,ATM
122,1028,2023-06-20 15:37:59,POS Purchase,133.21,Pharmacy,Branch
123,1023,2023-11-09 18:41:13,ATM Withdrawal,58.31,,Online
124,1022,2023-10-14 22:53:18,ATM Withdrawal,31.0,,POS
125,1009,2023-10-07 18:03:25,Transfer,186.87,,Mobile App
126,1050,2023-06-15 18:10:47,POS Purchase,538.04,Pharmacy,POS
127,1012,2023-12-13 23:59:09,Payment,272.93,Restaurant,Branch
128,1029,2023-06-29 22:37:34,Withdrawal,117.31,,Branch
129,1007,2023-01-23 01:34:01,Payment,152.6,Shell Gas Station,Online
130,1049,2023-09-29 13:02:18,Payment,612.73,Online Marketplace,POS
131,1013,2023-11-30 02:07:27,Transfer,1192.72,,Mobile App
132,1008,2023-11-25 17:46:14,Withdrawal,326.62,,Mobile App
133,1023,2023-10-03 03:29:10,Withdrawal,331.97,,POS
134,1015,2023-04-21 09:57:08,POS Purchase,501.57,Best Buy,Branch
135,1004,2023-03-23 07:26:04,ATM Withdrawal,285.25,,ATM
136,1027,2023-02-07 11:44:24,Deposit,1835.05,,Mobile App
137,1011,2023-04-26 04:26:25,Payment,508.4,Walmart,Online
138,1024,2023-10-19 21:14:55,Withdrawal,149.09,,Mobile App
139,1004,2023-04-17 12:22:49,Transfer,1325.73,,Online
140,1041,2023-09-21 16:30:08,POS Purchase,760.97,Utility Company,POS
141,1010,2023-07-05 18:36:22,Payment,624.81,Netflix,Branch
142,1045,2023-11-17 17:05:23,Transfer,2348.04,,ATM
143,1011,2023-10-16 10:52:25,POS Purchase,47.57,Online Marketplace,Branch
144,1028,2023-04-12 19:22:43,Withdrawal,489.92,,Mobile App
145,1014,2023-02-27 20:18:57,Deposit,2967.11,,Online
146,1052,2023-11-30 13:59:41,ATM Withdrawal,389.04,,Mobile App
147,1043,2023-08-25 20:59:56,ATM Withdrawal,213.53,,POS
148,1024,2023-12-06 20:45:32,POS Purchase,97.69,Target,Mobile App
149,1049,2023-04-06 13:11:44,ATM Withdrawal,352.3,,Online
150,1039,2023-03-15 17:43:38,Payment,621.57,Shell Gas Station,Online
151,1029,2023-01-15 10:13:29,Deposit,2330.72,,ATM
152,1022,2023-09-30 10:42:16,Deposit,2920.46,,Mobile App
153,1026,2023-10-21 03:38:37,POS Purchase,59.41,Insurance Co,Mobile App
154,1025,2023-11-25 06:40:15,ATM Withdrawal,389.1,,ATM
155,1057,2023-03-01 23:32:56,Transfer,2777.66,,Online
156,1046,2023-10-07 05:12:45,ATM Withdrawal,487.42,,ATM
157,1015,2023-07-21 07:55:39,POS Purchase,65.33,Electronics Store,POS
158,1011,2023-04-25 19:11:10,Deposit,2821.27,,Online
159,1020,2023-11-20 07:15:12,POS Purchase,369.03,Target,Mobile App
160,1046,2023-07-14 01:41:00,POS Purchase,698.11,Online Marketplace,POS
161,1013,2023-12-21 16:47:52,Deposit,1658.58,,Online
162,1026,2023-06-04 10:32:46,Withdrawal,381.05,,Online
163,1021,2023-11-08 06:57:14,Transfer,2044.23,,Online
164,1024,2023-02-04 03:45:30,Payment,209.57,Online Marketplace,Online
165,1043,2023-08-26 09:35:06,POS Purchase,795.88,Hotel Booking,Branch
166,1025,2023-02-17 21:30:36,Payment,114.88,Best Buy,POS
167,1018,2023-02-03 14:25:31,Withdrawal,415.84,,Branch
168,1049,2023-04-04 11:47:29,Withdrawal,431.98,,Branch
169,1004,2023-03-24 13:56:06,Deposit,512.0,,Online
170,1028,2023-01-08 14:28:56,Deposit,1751.21,,Mobile App
171,1039,2023-10-01 16:11:33,Withdrawal,64.29,,Branch
172,1024,2023-09-19 10:13:06,Deposit,2395.54,,Mobile App
173,1015,2023-11-14 02:51:51,Deposit,1724.55,,ATM
174,1041,2023-04-09 07:31:34,Transfer,2553.32,,ATM
175,1024,2023-10-03 20:14:49,Payment,533.24,Netflix,ATM
176,1036,2023-01-28 08:06:57,Withdrawal,324.19,,ATM
177,1025,2023-10-05 11:22:45,Payment,255.02,Gym Membership,Online
178,1028,2023-02-11 23:28:41,Transfer,1506.88,,ATM
179,1028,2023-05-18 06:50:42,POS Purchase,657.89,Car Rental,ATM
180,1004,2023-05-31 08:36:17,Transfer,817.99,,Mobile App
181,1030,2023-02-17 15:37:24,Payment,271.74,Walmart,Branch
182,1039,2023-03-01 14:59:41,Transfer,2675.61,,POS
183,1025,2023-06-16 16:15:09,Withdrawal,441.09,,Mobile App
184,1026,2023-01-07 21:26:48,ATM Withdrawal,292.15,,Branch
185,1007,2023-10-03 00:24:54,Payment,597.42,Insurance Co,Online
186,1055,2023-08-04 06:11:07,Payment,198.26,Car Rental,POS
187,1020,2023-06-20 08:01:27,Payment,501.27,Uber,ATM
188,1045,2023-04-14 08:33:57,Withdrawal,150.05,,Mobile App
189,1023,2023-01-29 05:39:18,Payment,208.09,Netflix,ATM
190,1036,2023-12-27 22:33:38,Transfer,468.37,,Online
191,1001,2023-07-15 02:30:17,POS Purchase,526.53,Target,POS
192,1051,2023-07-20 16:42:55,ATM Withdrawal,273.63,,POS
193,1034,2023-08-14 12:48:39,Transfer,1829.72,,Branch
194,1049,2023-01-28 17:42:12,POS Purchase,31.4,Shell Gas Station,POS
195,1014,2023-05-06 21:07:02,Transfer,2747.72,,Online
196,1029,2023-02-14 08:20:57,POS Purchase,556.04,Online Marketplace,Mobile App
197,1044,2023-09-04 09:58:57,POS Purchase,533.33,Car Rental,POS
198,1032,2023-08-14 02:53:52,ATM Withdrawal,134.55,,Branch
199,1011,2023-06-07 06:00:04,ATM Withdrawal,215.9,,Online
200,1020,2023-10-28 19:57:53,Payment,635.39,Amazon,ATM
201,1005,2023-12-11 01:42:53,Transfer,1818.58,,POS
202,1051,2023-09-18 10:59:05,Withdrawal,69.51,,POS
203,1056,2023-04-28 00:19:57,Deposit,3266.0,,Mobile App
204,1001,2023-10-18 04:00:30,Deposit,4865.29,,Online
205,1053,2023-03-31 09:22:59,ATM Withdrawal,441.39,,Online
206,1010,2023-01-31 17:57:01,Deposit,2615.34,,Mobile App
207,1029,2023-11-23 12:54:15,Transfer,148.12,,Mobile App
208,1027,2023-08-10 19:19:10,POS Purchase,523.65,Amazon,Branch
209,1022,2023-10-30 17:38:51,Deposit,4154.22,,Online
210,1051,2023-12-30 18:03:29,POS Purchase,765.41,Insurance Co,Online
211,1052,2023-09-25 03:51:54,Transfer,1447.52,,POS
212,1036,2023-07-10 04:15:44,ATM Withdrawal,439.09,,Branch
213,1043,2023-02-02 14:34:46,Transfer,2813.0,,Online
214,1055,2023-08-25 22:13:40,Transfer,847.89,,POS
215,1057,2023-10-27 02:35:44,POS Purchase,334.61,Hotel Booking,Mobile App
216,1005,2023-11-18 09:41:26,Transfer,1305.93,,ATM
217,1024,2023-02-18 01:27:58,Deposit,4529.43,,Online
218,1039,2023-12-14 22:58:35,Transfer,2851.21,,Online
219,1024,2023-03-18 04:33:08,POS Purchase,260.37,Walmart,Branch
220,1009,2023-09-03 15:27:39,ATM Withdrawal,450.57,,Branch
221,1052,2023-10-30 20:04:49,Withdrawal,409.96,,Branch
222,1056,2023-09-05 04:09:27,Withdrawal,369.12,,Online
223,1030,2023-02-05 04:05:04,Deposit,4953.98,,Online
224,1017,2023-10-09 23:45:17,Payment,340.46,Hotel Booking,Mobile App
225,1024,2023-12-31 12:08:16,Withdrawal,151.47,,Mobile App
226,1005,2023-07-03 03:09:15,ATM Withdrawal,112.45,,POS
227,1015,2023-05-11 03:15:23,POS Purchase,591.11,Restaurant,Mobile App
228,1023,2023-02-04 22:25:19,Deposit,427.87,,Online
229,1052,2023-03-06 02:33:13,ATM Withdrawal,451.96,,Mobile App
230,1048,2023-04-16 04:33:32,Deposit,2217.24,,Online
231,1010,2023-09-28 22:42:00,Transfer,24435.85,Starbucks,ATM
232,1057,2023-09-03 06:19:12,Transfer,2393.87,,ATM
233,1017,2023-09-09 03:48:10,Payment,547.8,Starbucks,Mobile App
234,1037,2023-01-11 14:26:46,Withdrawal,347.54,,Online
235,1053,2023-01-29 18:25:05,Payment,109.23,Uber,Mobile App
236,1035,2023-12-25 15:35:09,Payment,127.73,Hotel Booking,Mobile App
237,1049,2023-01-23 09:11:49,ATM Withdrawal,201.65,,POS
238,1053,2023-04-09 21:12:25,Deposit,2445.06,,ATM
239,1030,2023-09-18 03:07:57,Transfer,1222.56,,POS
240,1028,2023-04-23 01:27:16,Deposit,3628.67,,Online
241,1034,2023-01-18 19:28:42,Transfer,1347.53,,Online
242,1007,2023-09-18 09:04:19,ATM Withdrawal,446.89,,Mobile App
243,1022,2023-10-13 11:40:10,POS Purchase,507.62,Restaurant,ATM
244,1037,2023-08-28 05:10:52,Payment,756.91,Restaurant,Branch
245,1045,2023-02-10 15:23:16,Withdrawal,80.66,,Branch
246,1024,2023-12-11 06:39:57,Withdrawal,245.81,,ATM
247,1052,2023-10-20 05:25:54,Transfer,2278.99,,POS
248,1042,2023-06-15 05:40:55,POS Purchase,703.81,Gym Membership,Branch
249,1001,2023-12-04 16:04:47,ATM Withdrawal,408.43,,ATM
250,1008,2023-12-22 05:31:37,Transfer,1569.66,,POS
251,1051,2023-01-15 07:08:45,Transfer,2557.89,,POS
252,1053,2023-02-20 11:39:53,Deposit,2294.58,,Online
253,1044,2023-01-02 08:43:15,Transfer,826.54,,ATM
254,1008,2023-04-18 21:11:25,POS Purchase,611.35,Uber,POS
255,1001,2023-01-03 02:16:52,Deposit,2975.32,,Mobile App
256,1055,2023-07-21 12:39:41,Payment,127.8,Target,POS
257,1023,2023-07-20 18:50:47,Withdrawal,375.97,,Online
258,1023,2023-09-10 19:36:21,Withdrawal,56.0,,Online
259,1012,2023-09-26 07:06:26,Transfer,1963.18,,POS
260,1015,2023-10-16 21:22:36,Withdrawal,280.51,,POS
261,1057,2023-11-02 05:00:52,POS Purchase,131.62,Car Rental,Branch
262,1018,2023-06-15 01:17:14,Payment,236.77,Best Buy,POS
263,1039,2023-03-12 06:23:07,ATM Withdrawal,77.39,,Branch
264,1037,2023-09-04 12:53:53,Transfer,414.36,,Online
265,1055,2023-06-14 17:46:36,Deposit,1776.19,,POS
266,1004,2023-01-02 02:17:05,Transfer,2661.26,,POS
267,1056,2023-05-28 11:58:21,Withdrawal,426.96,,Online
268,1046,2023-07-14 01:12:00,POS Purchase,516.93,Hotel Booking,POS
269,1023,2023-04-01 19:28:39,ATM Withdrawal,475.08,,ATM
270,1026,2023-03-08 23:12:58,Payment,90.07,Online Marketplace,ATM
271,1039,2023-12-24 01:32:06,Payment,763.21,Walmart,Mobile App
272,1024,2023-07-09 11:10:33,ATM Withdrawal,139.18,,Branch
273,1014,2023-05-07 12:38:32,Withdrawal,380.33,,POS
274,1023,2023-12-19 08:58:49,Payment,146.42,Uber,ATM
275,1024,2023-01-07 11:30:14,Deposit,2607.1,,Mobile App
276,1022,2023-02-23 01:47:11,ATM Withdrawal,451.51,,Mobile App
277,1043,2023-05-02 17:45:33,ATM Withdrawal,305.27,,ATM
278,1026,2023-04-17 16:01:57,POS Purchase,681.67,Best Buy,POS
279,1034,2023-01-25 18:47:06,POS Purchase,755.92,Utility Company,ATM
280,1035,2023-12-05 21:11:10,Deposit,2883.16,,Branch
281,1014,2023-04-04 09:07:17,POS Purchase,588.57,Walmart,Mobile App
282,1030,2023-03-09 02:34:46,Payment,692.45,Netflix,ATM
283,1055,2023-03-19 02:36:47,Transfer,417.87,,POS
284,1013,2023-03-30 10:00:57,Payment,246.42,Subscription Service,ATM
285,1030,2023-05-17 21:42:21,Withdrawal,219.96,,Mobile App
286,1029,2023-04-25 03:13:59,Deposit,4414.37,,POS
287,1042,2023-08-12 04:43:39,Payment,107.73,Subscription Service,POS
288,1043,2023-06-24 23:30:42,Transfer,1698.8,,Branch
289,1048,2023-10-13 20:46:41,POS Purchase,64.06,Starbucks,Branch
290,1016,2023-06-19 07:47:39,Transfer,1458.8,,Online
291,1048,2023-07-26 16:54:17,Deposit,1032.92,,Branch
292,1032,2023-12-07 17:28:23,Payment,210.4,Shell Gas Station,Mobile App
293,1008,2023-06-05 23:25:33,Withdrawal,481.21,,Mobile App
294,1020,2023-11-14 17:32:15,Deposit,4722.23,,Mobile App
295,1001,2023-03-18 09:46:39,ATM Withdrawal,415.93,,POS
296,1020,2023-08-04 00:53:41,Payment,246.19,Local Grocery,Online
297,1043,2023-02-07 23:15:42,Transfer,297.68,,Mobile App
298,1035,2023-11-16 21:27:12,Transfer,1707.19,,ATM
299,1046,2023-05-05 19:31:07,Withdrawal,82.24,,POS
300,1029,2023-12-01 14:30:52,POS Purchase,769.79,Local Grocery,Branch
301,1052,2023-03-27 22:38:31,ATM Withdrawal,425.07,,Online
302,1003,2023-04-29 15:57:56,Payment,318.29,Shell Gas Station,Online
303,1004,2023-04-10 02:23:32,Withdrawal,144.78,,Online
304,1015,2023-11-14 20:43:38,Payment,675.15,Shell Gas Station,Mobile App
305,1027,2023-07-29 11:39:27,Transfer,1923.23,,Mobile App
306,1009,2023-03-13 09:35:45,Transfer,595.09,,Online
307,1045,2023-06-15 16:24:50,Withdrawal,154.15,,Mobile App
308,1037,2023-11-03 06:31:02,Payment,618.1,Best Buy,ATM
309,1030,2023-01-17 13:38:33,ATM Withdrawal,166.65,,Branch
310,1035,2023-11-25 05:45:41,Deposit,4025.24,,Branch
311,1035,2023-11-27 10:55:06,POS Purchase,128.05,Hotel Booking,Branch
312,1003,2023-11-27 22:19:08,ATM Withdrawal,325.42,,Online
313,1048,2023-09-20 08:01:13,Withdrawal,444.23,,Branch
314,1048,2023-08-08 18:37:56,Transfer,1972.67,,Online
315,1047,2023-12-01 11:10:31,Withdrawal,406.27,,Branch
316,1011,2023-07-22 01:49:23,Transfer,2523.78,,Mobile App
317,1025,2023-04-24 20:13:56,Transfer,1554.16,,Mobile App
318,1025,2023-09-05 02:16:51,ATM Withdrawal,235.82,,Mobile App
319,1017,2023-09-23 07:52:40,ATM Withdrawal,190.5,,Online
320,1017,2023-09-13 01:49:49,Payment,149.93,Netflix,ATM
321,1029,2023-12-30 18:04:26,Deposit,447.48,,POS
322,1016,2023-06-13 05:17:57,Transfer,2287.55,,ATM
323,1011,2023-05-14 15:06:20,Payment,723.02,Uber,Branch
324,1007,2023-02-23 00:39:35,ATM Withdrawal,88.29,,Branch
325,1025,2023-03-09 23:21:21,POS Purchase,395.97,Best Buy,POS
326,1039,2023-04-07 23:04:42,Deposit,4244.91,,Online
327,1008,2023-03-06 17:38:48,ATM Withdrawal,330.22,,ATM
328,1057,2023-02-24 10:54:00,Withdrawal,27458.78,Utility Company,Online
329,1037,2023-04-17 23:40:22,POS Purchase,609.69,Car Rental,ATM
330,1032,2023-07-15 22:34:29,Payment,629.92,Insurance Co,Branch
331,1026,2023-02-05 21:49:21,Payment,418.25,Netflix,Mobile App
332,1020,2023-11-30 22:36:13,ATM Withdrawal,61.78,,Branch
333,1022,2023-10-01 02:54:20,Transfer,2661.68,,Mobile App
334,1001,2023-01-02 14:51:04,ATM Withdrawal,450.97,,Online
335,1009,2023-12-19 19:50:05,ATM Withdrawal,283.28,,ATM
336,1051,2023-09-22 00:50:02,ATM Withdrawal,377.23,,Mobile App
337,1026,2023-10-04 22:21:42,Deposit,4234.93,,ATM
338,1051,2023-05-11 14:52:09,Deposit,3022.82,,Mobile App
339,1031,2023-05-02 06:28:19,Payment,732.54,Amazon,Branch
340,1007,2023-03-23 23:58:20,Withdrawal,177.71,,Branch
341,1030,2023-12-10 01:28:32,Withdrawal,309.94,,Branch
342,1056,2023-09-11 10:30:36,Payment,545.07,Gym Membership,ATM
343,1057,2023-02-16 12:33:12,ATM Withdrawal,253.93,,Online
344,1057,2023-10-24 15:46:06,Withdrawal,173.68,,ATM
345,1010,2023-05-26 22:00:20,Transfer,513.98,,Online
346,1001,2023-12-03 22:50:56,POS Purchase,314.67,Electronics Store,Mobile App
347,1051,2023-12-17 14:18:18,Transfer,1927.67,,POS
348,1008,2023-10-17 06:45:55,Deposit,1506.84,,Mobile App
349,1046,2023-11-22 17:03:21,Transfer,2386.13,,Mobile App
350,1011,2023-09-23 11:21:18,ATM Withdrawal,256.65,,Online
351,1051,2023-03-07 08:32:59,Payment,300.53,Insurance Co,POS
352,1039,2023-09-05 21:44:56,ATM Withdrawal,215.82,,Branch
353,1012,2023-11-28 10:00:50,ATM Withdrawal,259.78,,Mobile App
354,1024,2023-09-07 03:07:29,POS Purchase,570.66,Starbucks,Mobile App
355,1040,2023-10-21 10:05:28,POS Purchase,651.63,Shell Gas Station,POS
356,1012,2023-09-19 04:56:18,Payment,463.99,Local Grocery,Branch
357,1015,2023-05-09 17:44:48,Transfer,90.71,,ATM
358,1028,2023-10-07 15:17:54,Deposit,4160.35,,Online
359,1008,2023-05-14 00:22:16,Transfer,2291.56,,ATM
360,1044,2023-01-03 16:26:54,Deposit,2449.87,,Online
361,1003,2023-02-17 08:57:15,Payment,322.81,Insurance Co,Mobile App
362,1004,2023-07-06 23:57:30,Deposit,1315.26,,Mobile App
363,1050,2023-02-06 08:15:02,POS Purchase,550.85,Insurance Co,Mobile App
364,1014,2023-12-01 07:05:08,ATM Withdrawal,391.73,,Branch
365,1021,2023-04-06 22:55:09,POS Purchase,589.85,Utility Company,ATM
366,1003,2023-02-25 07:09:09,POS Purchase,777.65,Uber,Mobile App
367,1034,2023-11-23 02:52:05,POS Purchase,159.61,Online Marketplace,Online
368,1016,2023-11-03 12:16:29,Deposit,1652.77,,ATM
369,1011,2023-08-17 16:01:33,POS Purchase,111.83,Target,Online
370,1035,2023-12-27 17:11:53,Transfer,839.61,,Mobile App
371,1054,2023-03-11 13:23:03,POS Purchase,209.62,Car Rental,Branch
372,1046,2023-07-14 03:07:00,POS Purchase,115.44,Insurance Co,POS
373,1011,2023-07-30 07:09:01,Transfer,924.83,,Branch
374,1020,2023-12-14 11:50:26,Deposit,4859.63,,POS
375,1048,2023-04-10 01:14:13,ATM Withdrawal,265.24,,POS
376,1045,2023-09-14 00:41:30,Withdrawal,167.97,,Online
377,1032,2023-11-16 01:37:59,ATM Withdrawal,369.48,,ATM
378,1057,2023-05-03 20:40:43,Withdrawal,288.91,,ATM
379,1011,2023-11-22 12:44:26,POS Purchase,672.58,Online Marketplace,Online
380,1049,2023-01-20 13:44:32,POS Purchase,39.45,Car Rental,ATM
381,1048,2023-05-09 02:51:04,ATM Withdrawal,435.97,,POS
382,1046,2023-07-14 04:22:00,POS Purchase,816.86,Amazon,POS
383,1057,2023-01-30 00:09:54,Payment,761.86,Insurance Co,Branch
384,1003,2023-07-19 18:04:23,Payment,605.75,Walmart,ATM
385,1050,2023-03-21 08:58:37,ATM Withdrawal,118.96,,Branch
386,1055,2023-12-28 23:20:24,Transfer,2715.23,,ATM
387,1049,2023-01-11 16:17:04,POS Purchase,646.59,Local Grocery,Mobile App
388,1008,2023-09-05 14:01:39,Payment,417.01,Shell Gas Station,ATM
389,1004,2023-01-06 10:26:43,Transfer,970.98,,Branch
390,1048,2023-03-11 11:45:12,POS Purchase,376.25,Hotel Booking,Branch
391,1031,2023-08-29 22:30:29,Deposit,1963.55,,Branch
392,1035,2023-10-09 07:25:16,Withdrawal,67.78,,Mobile App
393,1043,2023-06-27 13:01:18,Transfer,195.55,,Online
